pipeline,group,acc_mean,acc_std,auc_mean,auc_std,n_subjects,sec_per_subject
quantum/Fidelity-ref-SVM,quantum,0.6332621082621083,0.17463662440179192,0.6732051282051282,0.21905402341206764,104,6.436249576923012
control/logeuclid-kernel-SVM,control,0.6315527065527066,0.1724232437911495,0.6628205128205129,0.2186611063854044,104,4.509865755769178
quantum/HS-overlap-ref-SVM,quantum,0.628988603988604,0.172676759457298,0.6681730769230769,0.22048875776191904,104,4.7032811932692065
control/riemann-kernel-SVM,control,0.627136752136752,0.174705597245849,0.6604807692307693,0.22098700741789037,104,4.549491048076893
classical/CSP+LDA,classical,0.621011396011396,0.17204316304184622,0.6568910256410256,0.2060400063911704,104,3.903726786538405
quantum/QRE-RBF-ref-SVM,quantum,0.6207977207977208,0.17551016007927034,0.6581730769230769,0.21944319053998293,104,15.228914512500129
quantum/Bures-RBF-ref-SVM,quantum,0.6192307692307691,0.1772812171910027,0.658076923076923,0.21877007002776946,104,17.429943680769217
quantum/HS-RBF-ref-SVM,quantum,0.6178774928774928,0.17676087737120785,0.6525641025641025,0.21728501794299523,104,13.209287255769246
classical/TS+LR,classical,0.6101851851851852,0.17885383170618813,0.6425961538461539,0.21649605268107647,104,4.893579459615458
classical/TS+RBF-SVM,classical,0.6075498575498576,0.16815938123483518,0.6318910256410256,0.2165298370151697,104,12.946287238461561
control/PCA-matched-linear,control,0.600071225071225,0.16226352857822104,0.6229807692307693,0.20377183248154512,104,4.976048456730696
control/PCA-matched-RBF,control,0.5987179487179487,0.15842272057736365,0.6256410256410256,0.1972448179655326,104,13.812119628846308
quantum/CNOT-kernel-SVM,quantum,0.5965099715099715,0.1537452467420746,0.62375,0.18798407487233987,104,19.061099071153834
control/IQP-no-entangle,control,0.5923789173789173,0.15713638865554064,0.6203846153846153,0.18873067612481617,104,17.382982726923167
control/logeuclid-TS+LR,control,0.591025641025641,0.15132752754042636,0.6238141025641025,0.1912641295803462,104,4.333107225000067
classical/MDM,classical,0.5893162393162392,0.17050579150580714,0.6200641025641025,0.20349109523558817,104,0.47577768557689876
quantum/IQP-kernel-SVM,quantum,0.5772792022792023,0.1393208506910152,0.5958974358974359,0.17636643645280595,104,21.50457078365387
classical/logvar+LDA,classical,0.5693019943019944,0.13421109560472286,0.5996794871794872,0.17173429668590556,104,0.08523940865392463
quantum/Bures-RBF-SVM,quantum,0.5596866096866097,0.12489937104964917,0.577275641025641,0.1663553820714479,104,14.403161264423058
quantum/QRE-RBF-SVM,quantum,0.5586894586894586,0.12572775534775915,0.5744070512820513,0.1662410290332894,104,12.867274043269216
quantum/HS-RBF-SVM,quantum,0.5492165242165242,0.11211303401003246,0.5590384615384616,0.1567075778552683,104,10.84887640673077
quantum/Fidelity-SVM,quantum,0.5378917378917378,0.11222174250348814,0.5679807692307692,0.16080512657009918,104,5.398707743269344
quantum/HS-overlap-SVM,quantum,0.5277065527065526,0.09852208828623363,0.5699198717948718,0.15016017693875758,104,3.888158711538416
