subject,frame,kernel,mean,std,var,shots_for_1sigma
1,sensor,HS-overlap,0.9833607301707409,0.01394929168576402,0.0001945827385345252,5139.202004922796
1,sensor,Fidelity,0.9775573931018686,0.012814735250202028,0.00016421743953277045,6089.487224043855
1,sensor,Bures-d2,0.022612863400889714,0.013026297242324092,0.00016968441984538025,5893.292978290048
1,sensor,QRE,0.05550511592540486,0.032326271101066645,0.0010449878032996567,956.9489680572318
1,reference,HS-overlap,0.7740316418068985,0.06472688310326334,0.0041895693962635165,238.68801430807036
1,reference,Fidelity,0.8836299743249383,0.02982943588015462,0.0008897952449282558,1123.8540615943953
1,reference,Bures-d2,0.12024083863812407,0.03202175160495509,0.0010253925758494436,975.2362398095108
1,reference,QRE,0.25313510082999574,0.07086930828848653,0.005022458857288546,199.10566286646812
2,sensor,HS-overlap,0.957535403830846,0.02374110231651029,0.0005636399392030103,1774.1822934230051
2,sensor,Fidelity,0.9653039802189537,0.017822723793619932,0.00031764948342366604,3148.1241185153976
2,sensor,Bures-d2,0.03508702554594679,0.01824619680751722,0.00033292369793865153,3003.691254757935
2,sensor,QRE,0.07836276053747289,0.03982541838460264,0.001586063949508646,630.4916017477067
2,reference,HS-overlap,0.7094234054863758,0.12491472647334168,0.015603688889909767,64.08740952574726
2,reference,Fidelity,0.8350736420375873,0.082863775907372,0.006866405357627163,145.6366101207826
2,reference,Bures-d2,0.17498544824618817,0.09806352042009644,0.009616454037182674,103.98843442015445
2,reference,QRE,0.3765685015850029,0.2246689277826032,0.050476127110984564,19.81134562485839
3,sensor,HS-overlap,0.97932330508116,0.016485368916826504,0.00027176738832386944,3679.6173601531777
3,sensor,Fidelity,0.9619351728672509,0.02227422629077275,0.0004961411568525521,2015.555424476082
3,sensor,Bures-d2,0.03856668005902841,0.022804010488030484,0.0005200228943382043,1922.992258393985
3,sensor,QRE,0.09302576868637326,0.053550103495178636,0.0028676135843443435,348.72201940298794
3,reference,HS-overlap,0.7354094513621747,0.06629098895363543,0.004394495216451014,227.5574214431841
3,reference,Fidelity,0.8583422681605654,0.03206556138219992,0.0010282002267556305,972.5732148060177
3,reference,Bures-d2,0.1473889793773594,0.03466235580279294,0.0012014789097994137,832.3075768071114
3,reference,QRE,0.31347836267577056,0.07638912574623559,0.0058352985322741935,171.37083809322598
4,sensor,HS-overlap,0.9873815744442541,0.009409789716952544,8.854414251726584e-05,11293.801843583307
4,sensor,Fidelity,0.993110179714995,0.006366208649524654,4.052861256928251e-05,24673.9263104684
4,sensor,Bures-d2,0.006912034325229259,0.00640936364890359,4.1079942383886744e-05,24342.78000331961
4,sensor,QRE,0.015541871975801586,0.013165042721637476,0.00017331834986253987,5769.72952254108
4,reference,HS-overlap,0.7626204759793455,0.05059725858337878,0.002560082576153298,390.61240028537264
4,reference,Fidelity,0.8695123440057889,0.025073774534410006,0.0006286941694024277,1590.5984955300248
4,reference,Bures-d2,0.135243261139339,0.02704960067927584,0.00073168089690828,1366.7160154453986
4,reference,QRE,0.2846341453910283,0.05906521100149876,0.0034886991506515703,286.639792317212
5,sensor,HS-overlap,0.9555175706865977,0.025828138538966858,0.000667092740388065,1499.0419464290292
5,sensor,Fidelity,0.9736429278271234,0.016837386608533594,0.0002834975878052264,3527.36687370701
5,sensor,Bures-d2,0.026608059928935557,0.01720355111753021,0.00029596217105347486,3378.8101919934848
5,sensor,QRE,0.05863475890153046,0.035985260503856406,0.0012949389735304076,772.237163635355
5,reference,HS-overlap,0.7659045258509009,0.0477422518489816,0.002279322611611587,438.72683704609653
5,reference,Fidelity,0.8702527398583914,0.021448951341332248,0.0004600575136428385,2173.6412738524277
5,reference,Bures-d2,0.13439651903284347,0.02312166163565699,0.0005346112367938123,1870.5181095654334
5,reference,QRE,0.28240330510834094,0.05049032301590395,0.0025492727182503203,392.26874113584233
6,sensor,HS-overlap,0.9421219029828881,0.041607064911027336,0.001731147850510442,577.6514118682252
6,sensor,Fidelity,0.9561723713535251,0.03394411202547961,0.0011522027411983095,867.9028127983655
