pipeline,group,acc_mean,acc_std,auc_mean,auc_std,n_subjects,sec_per_subject
quantum/Fidelity-ref-SVM,quantum,0.6413817663817662,0.1679394782654957,0.681698717948718,0.21461889918213295,104,6.410678791346127
control/logeuclid-kernel-SVM,control,0.635042735042735,0.16746814606895669,0.6679166666666667,0.2133607322110196,104,4.5008968913461445
quantum/HS-overlap-ref-SVM,quantum,0.6328347578347577,0.1686205796675265,0.6775641025641026,0.21337440480916584,104,4.687985210576893
quantum/Bures-RBF-ref-SVM,quantum,0.6309116809116808,0.17129011562035837,0.6677564102564103,0.21815270440595405,104,17.344863743269297
control/riemann-kernel-SVM,control,0.6301282051282051,0.17270808167763607,0.6667307692307692,0.2184129185069139,104,4.545553550000005
classical/CSP+LDA,classical,0.6294159544159543,0.165101385086112,0.6638141025641026,0.20173969271800982,104,3.8848524249999605
quantum/QRE-RBF-ref-SVM,quantum,0.6292022792022791,0.17166410568997006,0.6669551282051281,0.21707087542382317,104,15.152962886538493
quantum/HS-RBF-ref-SVM,quantum,0.6289173789173789,0.17216514496766203,0.6658012820512821,0.2166843384340738,104,13.087959557692347
classical/TS+LR,classical,0.6178062678062678,0.17382185965628638,0.6505128205128206,0.20930757021537652,104,4.870298097115358
classical/TS+RBF-SVM,classical,0.6172364672364672,0.1663997777054448,0.6436217948717948,0.2120217115426235,104,12.89781414326934
control/PCA-matched-linear,control,0.6056267806267807,0.16383505395845868,0.6269230769230769,0.2100319451264787,104,4.970683647115331
classical/MDM,classical,0.6034188034188034,0.16438179082811197,0.6360576923076924,0.20217093839847125,104,0.47242252788454553
quantum/CNOT-kernel-SVM,quantum,0.6024928774928775,0.15635864193095653,0.6257692307692307,0.1901735032306285,104,19.016785455769256
control/IQP-no-entangle,control,0.600997150997151,0.1559883627819068,0.6268910256410257,0.1869832408154897,104,17.31949728846143
control/PCA-matched-RBF,control,0.600997150997151,0.15912266854338325,0.6205769230769231,0.20294989699937954,104,13.700391788461552
control/logeuclid-TS+LR,control,0.5948717948717949,0.14936243431982385,0.6293589743589744,0.18764714581319827,104,4.352599699999985
quantum/IQP-kernel-SVM,quantum,0.580982905982906,0.13551990470129185,0.6041666666666667,0.17206202313649938,104,21.504883740384646
classical/logvar+LDA,classical,0.5735042735042735,0.13106339088822005,0.608525641025641,0.1666192987206628,104,0.08527404999991549
quantum/Bures-RBF-SVM,quantum,0.565954415954416,0.12805701128395625,0.5859615384615384,0.16708792915221637,104,14.31614552307686
quantum/QRE-RBF-SVM,quantum,0.5648148148148148,0.12681224561949328,0.5861858974358974,0.16530065985561385,104,12.804993905769154
quantum/HS-RBF-SVM,quantum,0.5528490028490028,0.11659284979371089,0.5708653846153846,0.15611121336038525,104,10.783179660576964
quantum/Fidelity-SVM,quantum,0.5423076923076923,0.1119002211364025,0.582548076923077,0.15793707128479292,104,5.359596444230787
quantum/HS-overlap-SVM,quantum,0.5307692307692308,0.09838830255733781,0.5790064102564103,0.1429915242603197,104,3.878109654807787
