subject,draw,n_train,n_test,pipeline,group,accuracy,best
8,0,10,40,classical/TS+LR,classical,0.95,"{""clf__C"": 0.1}"
8,0,10,40,classical/MDM,classical,0.975,{}
8,0,10,40,classical/CSP+LDA,classical,0.95,"{""csp__nfilter"": 2}"
8,0,10,40,control/riemann-kernel-SVM,control,0.95,"{""clf__C"": 1.0}"
8,0,10,40,control/logeuclid-kernel-SVM,control,0.95,"{""clf__C"": 1.0}"
8,0,10,40,quantum/HS-overlap-SVM,quantum,0.525,"{""clf__C"": 0.1}"
8,0,10,40,quantum/Fidelity-SVM,quantum,0.55,"{""clf__C"": 0.1}"
8,0,10,40,quantum/HS-RBF-SVM,quantum,0.6,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
8,0,10,40,quantum/Bures-RBF-SVM,quantum,0.625,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
8,0,10,40,quantum/QRE-RBF-SVM,quantum,0.625,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
8,0,10,40,quantum/HS-overlap-ref-SVM,quantum,0.975,"{""clf__C"": 10.0}"
8,0,10,40,quantum/Fidelity-ref-SVM,quantum,0.975,"{""clf__C"": 10.0}"
8,0,10,40,quantum/HS-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
8,0,10,40,quantum/Bures-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
8,0,10,40,quantum/QRE-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
8,0,20,40,classical/TS+LR,classical,0.925,"{""clf__C"": 0.1}"
8,0,20,40,classical/MDM,classical,0.925,{}
8,0,20,40,classical/CSP+LDA,classical,0.95,"{""csp__nfilter"": 2}"
8,0,20,40,control/riemann-kernel-SVM,control,0.95,"{""clf__C"": 1.0}"
8,0,20,40,control/logeuclid-kernel-SVM,control,0.95,"{""clf__C"": 1.0}"
8,0,20,40,quantum/HS-overlap-SVM,quantum,0.525,"{""clf__C"": 0.1}"
8,0,20,40,quantum/Fidelity-SVM,quantum,0.525,"{""clf__C"": 0.1}"
8,0,20,40,quantum/HS-RBF-SVM,quantum,0.525,"{""clf__C"": 1.0, ""clf__gamma_mult"": 0.25}"
8,0,20,40,quantum/Bures-RBF-SVM,quantum,0.525,"{""clf__C"": 1.0, ""clf__gamma_mult"": 0.25}"
8,0,20,40,quantum/QRE-RBF-SVM,quantum,0.5,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
8,0,20,40,quantum/HS-overlap-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
8,0,20,40,quantum/Fidelity-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
8,0,20,40,quantum/HS-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
8,0,20,40,quantum/Bures-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
8,0,20,40,quantum/QRE-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
8,0,40,40,classical/TS+LR,classical,0.975,"{""clf__C"": 0.1}"
8,0,40,40,classical/MDM,classical,0.975,{}
8,0,40,40,classical/CSP+LDA,classical,0.975,"{""csp__nfilter"": 4}"
8,0,40,40,control/riemann-kernel-SVM,control,1.0,"{""clf__C"": 1.0}"
8,0,40,40,control/logeuclid-kernel-SVM,control,0.975,"{""clf__C"": 1.0}"
8,0,40,40,quantum/HS-overlap-SVM,quantum,0.6,"{""clf__C"": 0.1}"
8,0,40,40,quantum/Fidelity-SVM,quantum,0.525,"{""clf__C"": 0.1}"
8,0,40,40,quantum/HS-RBF-SVM,quantum,0.55,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
8,0,40,40,quantum/Bures-RBF-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
8,0,40,40,quantum/QRE-RBF-SVM,quantum,0.55,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
8,0,40,40,quantum/HS-overlap-ref-SVM,quantum,1.0,"{""clf__C"": 10.0}"
8,0,40,40,quantum/Fidelity-ref-SVM,quantum,1.0,"{""clf__C"": 10.0}"
8,0,40,40,quantum/HS-RBF-ref-SVM,quantum,1.0,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
8,0,40,40,quantum/Bures-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 1.0, ""clf__gamma_mult"": 0.25}"
8,0,40,40,quantum/QRE-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 1.0, ""clf__gamma_mult"": 0.25}"
8,0,80,40,classical/TS+LR,classical,0.975,"{""clf__C"": 0.1}"
8,0,80,40,classical/MDM,classical,0.975,{}
8,0,80,40,classical/CSP+LDA,classical,0.975,"{""csp__nfilter"": 2}"
