subject,frame,kernel,shots,accuracy,gram_var
13,reference,HS-RBF,100000,0.6444444444444445,7.0316872890739e-05
13,reference,HS-overlap,1000000,0.6148148148148148,7.0316872890739e-05
13,reference,HS-RBF,1000000,0.5481481481481482,7.0316872890739e-05
13,reference,HS-overlap,-1,0.6444444444444444,7.0316872890739e-05
13,reference,HS-RBF,-1,0.5925925925925928,7.0316872890739e-05
14,sensor,HS-overlap,100,0.4666666666666667,0.004604064955621741
14,sensor,HS-RBF,100,0.42962962962962964,0.004604064955621741
14,sensor,HS-overlap,1000,0.4222222222222222,0.004604064955621741
14,sensor,HS-RBF,1000,0.45185185185185184,0.004604064955621741
14,sensor,HS-overlap,10000,0.4666666666666667,0.004604064955621741
14,sensor,HS-RBF,10000,0.5481481481481482,0.004604064955621741
14,sensor,HS-overlap,100000,0.4888888888888889,0.004604064955621741
14,sensor,HS-RBF,100000,0.43703703703703706,0.004604064955621741
14,sensor,HS-overlap,1000000,0.48888888888888893,0.004604064955621741
14,sensor,HS-RBF,1000000,0.5407407407407409,0.004604064955621741
14,sensor,HS-overlap,-1,0.4666666666666667,0.004604064955621741
14,sensor,HS-RBF,-1,0.4740740740740741,0.004604064955621741
14,reference,HS-overlap,100,0.4148148148148148,1.8978011543017722e-05
14,reference,HS-RBF,100,0.3851851851851852,1.8978011543017722e-05
14,reference,HS-overlap,1000,0.6148148148148149,1.8978011543017722e-05
14,reference,HS-RBF,1000,0.6000000000000001,1.8978011543017722e-05
14,reference,HS-overlap,10000,0.4666666666666667,1.8978011543017722e-05
14,reference,HS-RBF,10000,0.5185185185185186,1.8978011543017722e-05
14,reference,HS-overlap,100000,0.5555555555555556,1.8978011543017722e-05
14,reference,HS-RBF,100000,0.5555555555555556,1.8978011543017722e-05
14,reference,HS-overlap,1000000,0.6148148148148148,1.8978011543017722e-05
14,reference,HS-RBF,1000000,0.5703703703703703,1.8978011543017722e-05
14,reference,HS-overlap,-1,0.6222222222222222,1.8978011543017722e-05
14,reference,HS-RBF,-1,0.6,1.8978011543017722e-05
15,sensor,HS-overlap,100,0.5407407407407407,0.001689991674276566
15,sensor,HS-RBF,100,0.5259259259259258,0.001689991674276566
15,sensor,HS-overlap,1000,0.49629629629629624,0.001689991674276566
15,sensor,HS-RBF,1000,0.4740740740740741,0.001689991674276566
15,sensor,HS-overlap,10000,0.562962962962963,0.001689991674276566
15,sensor,HS-RBF,10000,0.525925925925926,0.001689991674276566
15,sensor,HS-overlap,100000,0.4962962962962963,0.001689991674276566
15,sensor,HS-RBF,100000,0.4222222222222222,0.001689991674276566
15,sensor,HS-overlap,1000000,0.5555555555555556,0.001689991674276566
15,sensor,HS-RBF,1000000,0.5407407407407409,0.001689991674276566
15,sensor,HS-overlap,-1,0.5555555555555556,0.001689991674276566
15,sensor,HS-RBF,-1,0.5037037037037037,0.001689991674276566
15,reference,HS-overlap,100,0.4444444444444445,5.7929983248676545e-06
15,reference,HS-RBF,100,0.4666666666666666,5.7929983248676545e-06
15,reference,HS-overlap,1000,0.41481481481481486,5.7929983248676545e-06
15,reference,HS-RBF,1000,0.45185185185185184,5.7929983248676545e-06
15,reference,HS-overlap,10000,0.6740740740740742,5.7929983248676545e-06
15,reference,HS-RBF,10000,0.6074074074074075,5.7929983248676545e-06
15,reference,HS-overlap,100000,0.6000000000000001,5.7929983248676545e-06
15,reference,HS-RBF,100000,0.562962962962963,5.7929983248676545e-06
15,reference,HS-overlap,1000000,0.725925925925926,5.7929983248676545e-06
15,reference,HS-RBF,1000000,0.7185185185185184,5.7929983248676545e-06
15,reference,HS-overlap,-1,0.7481481481481481,5.7929983248676545e-06
15,reference,HS-RBF,-1,0.7111111111111111,5.7929983248676545e-06
16,sensor,HS-overlap,100,0.5333333333333333,0.004453849985677079
16,sensor,HS-RBF,100,0.5703703703703703,0.004453849985677079
