kernel,n_channels,n_qubits,mean,std,variance,min,max,shots_for_1sigma,subject
HS-RBF,8,3,0.4280123490641434,0.35006139414424836,0.12254297967021481,4.951206764205032e-07,0.9955880028613057,8.16040219269337,11
Bures-RBF,8,3,0.43175626554654056,0.3474769811886925,0.12074025245600699,5.552712153258765e-07,0.9949458607449314,8.28224208297362,11
HS-overlap,16,4,0.9747455372636532,0.030830218531151823,0.0009505023746785773,0.8070951022163136,0.9998541656365624,1052.0752253124679,11
Fidelity,16,4,0.9888756714749996,0.013593730291765109,0.00018478950324525228,0.9146133489262994,0.9999516681569033,5411.562791382159,11
HS-RBF,16,4,0.41826456892429054,0.3361905770019027,0.11302410406487227,5.827918562045965e-07,0.9941903278949279,8.847670222858227,11
Bures-RBF,16,4,0.4146253501390242,0.3295069817441105,0.10857485101811358,5.498201930719529e-07,0.9920510641503141,9.210235985800889,11
HS-overlap,32,5,0.968490339923015,0.031192992730050422,0.0009730027954569784,0.8137032115430197,0.9990488311906122,1027.7462764434733,11
Fidelity,32,5,0.9864832505514414,0.013610761674413722,0.0001852528333576894,0.9173335187046346,0.9997036287153208,5398.028099625243,11
HS-RBF,32,5,0.3847652830690071,0.29633171516262735,0.08781248541122451,5.414025965534854e-06,0.9641278345940559,11.387902247806966,11
Bures-RBF,32,5,0.3849892759356345,0.27740218762835755,0.07695197370099849,5.7882522409489825e-05,0.9663350994982483,12.995118278389583,11
HS-overlap,64,6,0.9473774392752635,0.04201611342600071,0.0017653537874265568,0.7372793321959158,0.9972799602583373,566.4586935051411,11
Fidelity,64,6,0.9770191484211919,0.01664629688744142,0.00027709920006484197,0.9067706521861376,0.9984809006039245,3608.8159033515694,11
HS-RBF,64,6,0.38836775206646285,0.2682938851746412,0.07198160882210357,0.0007173240921701017,0.940573916055703,13.892437476236674,11
Bures-RBF,64,6,0.3758460743297002,0.22611417587138075,0.0511276205299937,0.005193600543696676,0.9197088492192357,19.558899663898035,11
HS-overlap,4,2,0.9799221465209942,0.030788311175344123,0.0009479201050298199,0.8089857203073548,0.9999741811332867,1054.9412283733993,12
Fidelity,4,2,0.9879684283030713,0.02089275868975843,0.00043650736566847633,0.8697970530631864,0.9999879690487872,2290.9120868294617,12
HS-RBF,4,2,0.41002246842570383,0.35607961876476063,0.12679269489965728,1.9992784403099078e-17,0.996838978020057,7.8868897044217885,12
Bures-RBF,4,2,0.40842672958974396,0.35403986034478524,0.12534422271295503,3.735755078763685e-17,0.9966282438383708,7.978030246276714,12
HS-overlap,8,3,0.9816031323764399,0.023931491813563476,0.0005727163004226557,0.8482017455191959,0.9998852342713875,1746.065197135153,12
Fidelity,8,3,0.9876283991932906,0.019229411047542055,0.0003697702492353324,0.8807330163506113,0.999951457527315,2704.3819833205976,12
HS-RBF,8,3,0.3868923851825472,0.32929948524098607,0.10843815097997841,2.5267418298695904e-13,0.9902185911390381,9.221846656022713,12
Bures-RBF,8,3,0.38609695667159066,0.3237989568914505,0.10484576448399141,8.180219703631987e-13,0.9890806308518884,9.537819719486018,12
HS-overlap,16,4,0.9841556820206091,0.01839322183957053,0.00033831060963965433,0.8744209554677604,0.9997774902316833,2955.863551146482,12
Fidelity,16,4,0.9870221101120228,0.02055305790266113,0.00042242818915014116,0.869696280978821,0.9999109901279711,2367.2662613066664,12
HS-RBF,16,4,0.3809521344203167,0.3148548440422849,0.09913357281689154,1.1449930732341992e-11,0.9841444801104963,10.08739997545623,12
Bures-RBF,16,4,0.37430631104441414,0.3063711691700151,0.09386329329860203,7.937088347548646e-13,0.9817768627890859,10.653791965499826,12
HS-overlap,32,5,0.9691140542231214,0.02683076969545108,0.0007198902024503361,0.7946722998010031,0.9982075223399134,1389.1007220215477,12
Fidelity,32,5,0.9768954268601939,0.026463284503017243,0.0007003054266876326,0.833158725597971,0.9993367047165383,1427.9483806514104,12
HS-RBF,32,5,0.37556521329922266,0.2690159396283631,0.0723695757741311,2.3261634129568074e-07,0.9505824332449706,13.817961336695516,12
Bures-RBF,32,5,0.36440571825892565,0.25180577376810553,0.06340614770295434,2.7264823122110707e-06,0.9524439371798337,15.771341364007926,12
HS-overlap,64,6,0.9205331252487949,0.05888990500760734,0.0034680209118050156,0.5997220412539986,0.9911864721118487,288.3488956470928,12
Fidelity,64,6,0.9544579473083342,0.03354330270898423,0.0011251531566265488,0.7752330189973438,0.9941951517780208,888.7678927180147,12
HS-RBF,64,6,0.377722101075517,0.2361149031977015,0.05575024751205996,2.7411543922267597e-05,0.9111744024322486,17.93714009581175,12
Bures-RBF,64,6,0.38262208639687,0.2211900324920075,0.04892503047381533,0.0015917281396943597,0.8549784347178806,20.439435403830764,12
HS-overlap,4,2,0.9896114671514021,0.008174791279966596,6.682721247101789e-05,0.9502403410868681,0.9998368241754653,14963.963975509037,13
Fidelity,4,2,0.9833141691020774,0.012469674615490678,0.0001554927850162126,0.9017654999818588,0.9996838047137359,6431.166564389043,13
HS-RBF,4,2,0.38260193198953124,0.24073539239984915,0.05795352915390934,0.0006632151078235549,0.9839787968517615,17.25520455094741,13
Bures-RBF,4,2,0.39790350511824063,0.24194224300842754,0.058536048951949,0.0007269885673906558,0.9775785690618097,17.083489881950843,13
HS-overlap,8,3,0.9691000018727092,0.030176099005677803,0.0009105969512004689,0.8147038239221646,0.9993579092680142,1098.180702979148,13
Fidelity,8,3,0.9609427056013279,0.030440519651809432,0.0009266252366721962,0.8303558836441107,0.9983301360474096,1079.1849395245436,13
HS-RBF,8,3,0.37561407748994186,0.2503573600956349,0.06267880775405542,0.00021086057761440322,0.951697154723665,15.954355799553293,13
Bures-RBF,8,3,0.3832230540815929,0.23720735450029787,0.056267329029029985,0.003009805094403341,0.9468299951426414,17.772302635585746,13
HS-overlap,16,4,0.9757758401374961,0.021535723052529085,0.0004637873673952326,0.8654901581238295,0.9989299879642229,2156.1604957381583,13
Fidelity,16,4,0.9638598102200766,0.024442398671151,0.0005974308527994842,0.865645194720282,0.9980060351127549,1673.833876027876,13
HS-RBF,16,4,0.3676030758447646,0.22759191921139116,0.051798081690324405,0.0005031670037353775,0.930215445130482,19.30573425437866,13
Bures-RBF,16,4,0.3755513393520202,0.21251661354213855,0.04516331103141867,0.009288225431468544,0.9351407357334914,22.141866421271285,13
HS-overlap,32,5,0.9100101499761691,0.07770391142492175,0.006037897850732084,0.5680978320741404,0.9932743080101943,165.62055614749292,13
Fidelity,32,5,0.9213222055033348,0.051064796002019255,0.002607613390727842,0.693728809915554,0.9873261446750269,383.4924316448912,13
HS-RBF,32,5,0.3643141707761646,0.24292712877327563,0.059013589894027635,9.896925201707204e-05,0.9008912947276849,16.94524942128971,13
Bures-RBF,32,5,0.37122338147562495,0.20510269278182064,0.0420671145863539,0.0061232204216854534,0.8237703717504927,23.771537692399487,13
HS-overlap,64,6,0.8571853157263664,0.1105211384709758,0.012214922048920607,0.42351846881688054,0.9862979844265104,81.86707995311086,13
Fidelity,64,6,0.8910281362190318,0.06596079728966332,0.004350826779088056,0.6040122491997137,0.9715195975868439,229.84137286421745,13
HS-RBF,64,6,0.3709764229118212,0.24516917503541652,0.0601079243875467,0.0004775014769627989,0.8593030672471405,16.6367414977181,13
Bures-RBF,64,6,0.3618684914861844,0.1984163443033002,0.039369045686685776,0.007422022771568291,0.7293278567962166,25.400666502266528,13
HS-overlap,4,2,0.9886212340809506,0.010715990519966386,0.00011483245282400944,0.9213300375728147,0.9998689635261089,8708.339632286577,14
Fidelity,4,2,0.9822379436907076,0.02048103440357368,0.0004194727702403687,0.8501258995214295,0.9999124375721387,2383.944968411118,14
HS-RBF,4,2,0.39237698477125726,0.2896394006880302,0.08389098243092129,3.487258389794886e-06,0.989722170716488,11.920232318454898,14
Bures-RBF,4,2,0.3971651557089526,0.30169684694453724,0.09102098745627553,3.613386443058075e-07,0.9917059979416629,10.986477162537684,14
HS-overlap,8,3,0.9897352712653081,0.007858693272656949,6.175905995370358e-05,0.944491207784899,0.9995506215151475,16191.956301628126,14
Fidelity,8,3,0.9801597773644944,0.02149389598148028,0.0004619875644626942,0.8470512922766853,0.9995365925598388,2164.560427428454,14
HS-RBF,8,3,0.38451270163809276,0.26876952846824925,0.07223705943304504,1.920962430623338e-05,0.9609564193074578,13.843309900050379,14
Bures-RBF,8,3,0.3890760847760196,0.27830498379687807,0.07745366400618058,3.237190864473984e-06,0.9638896545572634,12.910945051227053,14
HS-overlap,16,4,0.9878896471230181,0.007930509379682312,6.289297902122914e-05,0.9494785496346038,0.9988091926698355,15900.025973685491,14
Fidelity,16,4,0.9756930647783117,0.02332474157882706,0.0005440435697190637,0.8262773623708947,0.9986179831810637,1838.08807907864,14
HS-RBF,16,4,0.37959949284191874,0.2506474274999865,0.06282413291236098,3.991628108673867e-05,0.9217062311508488,15.91745008872609,14
Bures-RBF,16,4,0.37408320370118553,0.24079729433184108,0.0579833369575353,2.05174674894512e-05,0.9212788303110935,17.24633407581148,14
HS-overlap,32,5,0.9759560957504181,0.012926120575809148,0.00016708459314035662,0.9135753895478388,0.9957948971520117,5984.992279688929,14
Fidelity,32,5,0.9611227965683367,0.02617427292200844,0.0006850925629957843,0.8096694860566896,0.9930982156443442,1459.6567734251605,14
HS-RBF,32,5,0.3718726409673981,0.21758682896300577,0.04734402813817632,0.00023475673809153708,0.8778191149047774,21.1219881223761,14
Bures-RBF,32,5,0.3647118735598121,0.18450391698594557,0.03404169538315669,0.0018948124261658629,0.8054926604784027,29.375740213420293,14
HS-overlap,64,6,0.9549024287155632,0.024682038881158577,0.0006092030433310238,0.8317052009358911,0.9917737579949555,1641.488845052647,14
Fidelity,64,6,0.9446600406231691,0.028452003245287304,0.0008095164886698393,0.798222168025568,0.9853896162937787,1235.3052890166011,14
HS-RBF,64,6,0.37252675174440214,0.2003769677548335,0.040150929206621576,0.0004950499220981026,0.8494250647759901,24.906023839544986,14
Bures-RBF,64,6,0.36256013438249596,0.15730433492631268,0.02474465378660956,0.012804203650964244,0.7409372860866267,40.412769910773406,14
HS-overlap,4,2,0.9955975340264025,0.0034745250613876207,1.207232440221065e-05,0.9786757061025679,0.9999595572962177,82834.08949952363,15
Fidelity,4,2,0.9927024060303755,0.005741233484491013,3.296176192344082e-05,0.9524376985111093,0.9998903409549255,30338.184054683315,15
HS-RBF,4,2,0.40404878277352396,0.25255930435102253,0.06378620221427242,0.003368977936006767,0.9799516101198374,15.677371677353852,15
Bures-RBF,4,2,0.3973797635378139,0.2427400954408878,0.058922753934651316,0.0003242287514182385,0.9818656451902653,16.971372402400892,15
HS-overlap,8,3,0.9944274601909708,0.003984726989589567,1.587804918156353e-05,0.9754161407807287,0.9997588751892306,62980.0291311057,15
Fidelity,8,3,0.988859233339347,0.007483293914423088,5.599968780964162e-05,0.9421386768818169,0.9997161099138019,17857.24240819477,15
HS-RBF,8,3,0.3969256193657984,0.22924344872103306,0.052552558781512916,0.0029016758567548063,0.9567327936470713,19.028569173149048,15
Bures-RBF,8,3,0.3822854392905123,0.20778819661108028,0.04317593465088495,0.002005306690566325,0.9704135479200104,23.161050434365144,15
HS-overlap,16,4,0.9915500409339493,0.005450159722580777,2.970424100164177e-05,0.9667036096745845,0.9994034197705456,33665.226455196396,15
Fidelity,16,4,0.9836857101011746,0.009455343969536725,8.940352958225451e-05,0.9351113818659942,0.9985165883949609,11185.240724528257,15
HS-RBF,16,4,0.3928135822113123,0.21679755006665521,0.04700117771490388,0.006036780291494656,0.9218250805168023,21.276062614126882,15
Bures-RBF,16,4,0.3823776712351469,0.19202657087470087,0.03687420392189652,0.010590283041820943,0.9027674664807083,27.11922953287632,15
HS-overlap,32,5,0.9803665752874862,0.012597408176797272,0.0001586946927728388,0.9215303506196659,0.997704821807813,6301.407958433969,15
Fidelity,32,5,0.9659101727698308,0.019007954728069945,0.0003613023429443566,0.8728521533115869,0.9949949375436458,2767.765057515854,15
HS-RBF,32,5,0.38293199657805543,0.20481266540208132,0.04194822790910492,0.004237729033180195,0.8478729945447531,23.838909289966658,15
Bures-RBF,32,5,0.35948129775722565,0.1804639825197847,0.032567248986901165,0.010206474678576823,0.8396574843152289,30.70569455842613,15
HS-overlap,64,6,0.9689792368085572,0.02042876237227007,0.00041733433206267743,0.8685243215639473,0.9961714065862353,2396.160399882497,15
Fidelity,64,6,0.9599322060116674,0.01910472904656422,0.0003649906719426346,0.8524261039026096,0.991068939928027,2739.7960465060037,15
HS-RBF,64,6,0.37591243602338315,0.202966970835362,0.04119559125008269,0.002667435865197738,0.8300711803728672,24.274442231679167,15
Bures-RBF,64,6,0.358886161033469,0.15364186311749323,0.023605822102214527,0.012958541018345766,0.7760850559777337,42.362430576234296,15
HS-overlap,4,2,0.9776889121480079,0.026048140290092076,0.0006785056125723181,0.840034008174869,0.9999887061463938,1473.8271599682835,16
Fidelity,4,2,0.9785894596952296,0.024925062259743128,0.0006212587286520712,0.8476725936996142,0.9999937668426966,1609.6353320776254,16
HS-RBF,4,2,0.4160707709760169,0.34261639449812487,0.11738599377889473,1.6082273579727017e-06,0.9994395461646443,8.518903898224643,16
Bures-RBF,4,2,0.4201202403080778,0.3448374407200165,0.1189128605223309,1.3500348510019421e-06,0.999469028456475,8.40951933716377,16
HS-overlap,8,3,0.9837304285959434,0.018394152196740458,0.00033834483503685176,0.8869922784544958,0.9997645812465578,2955.56454967336,16
Fidelity,8,3,0.9779406338455006,0.025185991928635416,0.0006343341894292884,0.8528140140116236,0.999858197749084,1576.4560962726946,16
HS-RBF,8,3,0.4138543820945152,0.3369679150966929,0.11354737580461202,4.88997654822932e-06,0.9875202834759158,8.806896618383869,16
Bures-RBF,8,3,0.41502609253354483,0.3386832533044926,0.1147063460689151,3.463651639899907e-06,0.9884173589259021,8.717913474457674,16
HS-overlap,16,4,0.9872899602123932,0.012248138795654919,0.00015001690395762712,0.9237984756881157,0.9996668466136879,6665.915464316302,16
Fidelity,16,4,0.9774271389313798,0.02427506783908247,0.0005892789185920561,0.8573696346910294,0.9997772516848381,1696.9892667962154,16
HS-RBF,16,4,0.4044319834236506,0.32073282772127526,0.10286954677808524,1.5750598520728906e-05,0.9836748643306394,9.721049925078843,16
Bures-RBF,16,4,0.40434390561649525,0.31475717302941647,0.09907207797347004,1.7032377552009234e-05,0.9836213984750186,10.09366130654678,16
HS-overlap,32,5,0.9833404670568718,0.010768459890034044,0.00011595972840327203,0.9337021281255279,0.9987651669092374,8623.683530219298,16
Fidelity,32,5,0.9720544113207993,0.023268613972100085,0.0005414283961826113,0.8470852490389246,0.998533930234784,1846.9662970220777,16
HS-RBF,32,5,0.3817655321681594,0.27454668773858804,0.07537588374822976,0.0001115568120376753,0.9596318359288597,13.266842792055296,16
Bures-RBF,32,5,0.37134450978758127,0.2423499331457253,0.05873349009573752,0.0003634928154884673,0.929661957331908,17.02606125346829,16
HS-overlap,64,6,0.9720375337285164,0.01475209502717653,0.00021762430769084652,0.905459910897647,0.9977110297309544,4595.074928029563,16
Fidelity,64,6,0.9601735717767825,0.02345605840966937,0.0005501866761178212,0.849645278168121,0.9942242359434418,1817.564916431841,16
HS-RBF,64,6,0.3763663006331509,0.23128390222663175,0.05349224342917815,0.0008927181254380844,0.9230314316664469,18.694299133741975,16
Bures-RBF,64,6,0.37451307258439803,0.19352360878097352,0.03745138715561129,0.0107082758160917,0.8456071124220972,26.70128067206107,16
HS-overlap,4,2,0.9888721762432874,0.009092733993604163,8.267781147844471e-05,0.944659656711122,0.9998618826718437,12095.143571388731,17
Fidelity,4,2,0.9837873201950443,0.012015157746069061,0.00014436401566292334,0.9163617698271533,0.9998160143127512,6926.9339413147645,17
HS-RBF,4,2,0.3819773238323987,0.25125584320622435,0.0631294987452708,0.00044332994696771237,0.9866680132756034,15.84045525270249,17
Bures-RBF,4,2,0.403284855632147,0.2422735191247408,0.05869645806908614,0.002070836481015696,0.9867837496352885,17.03680312060726,17
HS-overlap,8,3,0.9866539793212997,0.008962939311511514,8.03342811018385e-05,0.9502105323941531,0.9995748494561716,12447.985919389954,17
Fidelity,8,3,0.9780098308643889,0.013809714697505505,0.00019070822002649956,0.8952219896760674,0.9991038245055153,5243.612466526333,17
HS-RBF,8,3,0.38921550700175794,0.23192630351683596,0.05378981026298352,0.0013272104815334378,0.9535649497709772,18.590881713672246,17
Bures-RBF,8,3,0.39799260817086435,0.22088952839232892,0.04879218375338548,0.004290607865159233,0.955633581660606,20.495085955865097,17
HS-overlap,16,4,0.9847624165012574,0.009594136069627831,9.204744692253378e-05,0.940504921370254,0.9985493131832629,10863.962374117667,17
Fidelity,16,4,0.9702172735155674,0.016972816567843323,0.0002880765022456568,0.8890362657169824,0.9980757151401353,3471.300131057727,17
HS-RBF,16,4,0.37985911071766204,0.2169503397944108,0.04706744993691031,0.0009191903202013813,0.9189016023401805,21.246105351796416,17
Bures-RBF,16,4,0.3915080558798656,0.21040919648165,0.04427202996405359,0.014653291891016301,0.9312961752114216,22.587624755674046,17
HS-overlap,32,5,0.9572084246258061,0.022864833011820972,0.0005228005886584582,0.8838818698242576,0.9933799431310124,1912.7751989837425,17
Fidelity,32,5,0.9411465144996947,0.02764409455140683,0.0007641959635671208,0.839211463477962,0.9889835124794264,1308.564880835265,17
HS-RBF,32,5,0.3824597845697444,0.19752499868921894,0.03901612510717594,0.0064607345228721485,0.8443911627645128,25.630428374243593,17
