pipeline,group,acc_mean,acc_std,auc_mean,auc_std,n_subjects,sec_per_subject
quantum/Fidelity-ref-SVM,quantum,0.6177777777777778,0.17131284653056686,0.6557777777777777,0.21460992562973288,30,4.504447913333312
control/riemann-kernel-SVM,control,0.6155555555555555,0.17336313068699183,0.638,0.22233108444639746,30,3.2694452666666467
control/logeuclid-kernel-SVM,control,0.6083950617283951,0.16472670692511932,0.6377777777777778,0.21986295510925488,30,3.231464160000011
quantum/HS-overlap-ref-SVM,quantum,0.6076543209876543,0.17406166454865768,0.6486666666666667,0.21550013112156094,30,3.332388923333444
classical/CSP+LDA,classical,0.5980246913580246,0.1678579064120288,0.63,0.19863904768289595,30,2.82607858666676
classical/TS+LR,classical,0.594320987654321,0.17300624445367388,0.6211111111111111,0.2087039615111486,30,3.5139236533333285
quantum/HS-RBF-ref-SVM,quantum,0.5893827160493826,0.18339036571352052,0.6215555555555556,0.21735740176532092,30,9.335828839999962
quantum/Bures-RBF-ref-SVM,quantum,0.5888888888888889,0.1785503646681927,0.6277777777777778,0.21663807651039824,30,12.165083716666656
quantum/QRE-RBF-ref-SVM,quantum,0.5871604938271605,0.17891223107333007,0.6228888888888889,0.22001346760124915,30,10.647344203333462
quantum/CNOT-kernel-SVM,quantum,0.5829629629629629,0.14654496543930023,0.6038888888888889,0.1814481620311156,30,13.695867159999944
classical/TS+RBF-SVM,classical,0.5795061728395062,0.164921280444689,0.6,0.21550617596114185,30,9.344915339999975
control/PCA-matched-linear,control,0.5777777777777777,0.15935872625228756,0.5826666666666667,0.2021937161500691,30,3.5572253500000444
control/PCA-matched-RBF,control,0.5775308641975309,0.14768104309907687,0.5908888888888889,0.19775353934732334,30,9.995217013333301
control/IQP-no-entangle,control,0.5765432098765433,0.14632444992640145,0.5955555555555556,0.1819442324002157,30,12.832916293333332
quantum/IQP-kernel-SVM,quantum,0.5708641975308643,0.12956113254447207,0.5905555555555556,0.16185250211021107,30,15.309617700000036
control/logeuclid-TS+LR,control,0.5696296296296296,0.1509736935589234,0.5975555555555555,0.19160330453587612,30,3.1477942933333454
classical/MDM,classical,0.5602469135802469,0.16499927494837016,0.5843333333333334,0.19752520572461563,30,0.3394816933333459
quantum/Bures-RBF-SVM,quantum,0.5570370370370371,0.10020366186800388,0.5558333333333334,0.1498139011602158,30,10.080629233333365
quantum/QRE-RBF-SVM,quantum,0.5491358024691358,0.1017278164209593,0.5523333333333333,0.1467715142479494,30,8.9899165466667
classical/logvar+LDA,classical,0.5464197530864198,0.13745142321988277,0.5741111111111111,0.16942472719901994,30,0.06462350000003123
quantum/HS-RBF-SVM,quantum,0.5404938271604939,0.09238512303487907,0.5432222222222223,0.14179063766609323,30,7.789488506666718
quantum/HS-overlap-SVM,quantum,0.5160493827160494,0.07974068310237353,0.5464444444444445,0.1310170452872869,30,2.7640541666667104
quantum/Fidelity-SVM,quantum,0.5103703703703704,0.08464429310325708,0.5337777777777777,0.139256326223834,30,3.8084887833334506
