subject,direction,frame,pipeline,group,accuracy,auc,best,n_train,n_test
6,0train->1test,reference,quantum/Bures-RBF,quantum,0.7222222222222222,0.7382330246913581,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
6,0train->1test,reference,quantum/QRE-RBF,quantum,0.7222222222222222,0.7372685185185185,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
6,1test->0train,reference,classical/TS+LR,classical,0.6736111111111112,0.7619598765432098,"{""clf__C"": 1.0}",144,144
6,1test->0train,reference,classical/MDM,classical,0.6805555555555556,0.7513503086419753,{},144,144
6,1test->0train,reference,control/riemann-kernel-SVM,control,0.7152777777777778,0.7851080246913581,"{""C"": 0.1}",144,144
6,1test->0train,reference,control/logeuclid-kernel-SVM,control,0.7152777777777778,0.7851080246913581,"{""C"": 0.1}",144,144
6,1test->0train,reference,quantum/HS-overlap,quantum,0.6875,0.7862654320987654,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
6,1test->0train,reference,quantum/Fidelity,quantum,0.6944444444444444,0.7625385802469136,"{""C"": 0.1, ""gamma_mult"": 1.0}",144,144
6,1test->0train,reference,quantum/HS-RBF,quantum,0.6805555555555556,0.7858796296296297,"{""C"": 0.1, ""gamma_mult"": 0.25}",144,144
6,1test->0train,reference,quantum/Bures-RBF,quantum,0.7013888888888888,0.7758487654320988,"{""C"": 0.1, ""gamma_mult"": 0.25}",144,144
6,1test->0train,reference,quantum/QRE-RBF,quantum,0.7013888888888888,0.7754629629629629,"{""C"": 0.1, ""gamma_mult"": 0.25}",144,144
7,0train->1test,sensor,classical/TS+LR,classical,0.5902777777777778,0.7449845679012346,"{""clf__C"": 1.0}",144,144
7,0train->1test,sensor,classical/MDM,classical,0.5069444444444444,0.6417824074074074,{},144,144
7,0train->1test,sensor,control/riemann-kernel-SVM,control,0.5555555555555556,0.7590663580246914,"{""C"": 1.0}",144,144
7,0train->1test,sensor,control/logeuclid-kernel-SVM,control,0.5972222222222222,0.7411265432098765,"{""C"": 10.0}",144,144
7,0train->1test,sensor,quantum/HS-overlap,quantum,0.4791666666666667,0.5141782407407407,"{""C"": 0.1, ""gamma_mult"": 1.0}",144,144
7,0train->1test,sensor,quantum/Fidelity,quantum,0.4930555555555556,0.5121527777777778,"{""C"": 0.1, ""gamma_mult"": 1.0}",144,144
7,0train->1test,sensor,quantum/HS-RBF,quantum,0.4722222222222222,0.5177469135802469,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
7,0train->1test,sensor,quantum/Bures-RBF,quantum,0.4930555555555556,0.5046296296296295,"{""C"": 1.0, ""gamma_mult"": 0.25}",144,144
7,0train->1test,sensor,quantum/QRE-RBF,quantum,0.4930555555555556,0.5048225308641976,"{""C"": 1.0, ""gamma_mult"": 0.25}",144,144
7,1test->0train,sensor,classical/TS+LR,classical,0.5555555555555556,0.6813271604938271,"{""clf__C"": 1.0}",144,144
7,1test->0train,sensor,classical/MDM,classical,0.5277777777777778,0.7789351851851852,{},144,144
7,1test->0train,sensor,control/riemann-kernel-SVM,control,0.5694444444444444,0.6770833333333333,"{""C"": 10.0}",144,144
7,1test->0train,sensor,control/logeuclid-kernel-SVM,control,0.5347222222222222,0.6925154320987654,"{""C"": 10.0}",144,144
7,1test->0train,sensor,quantum/HS-overlap,quantum,0.5069444444444444,0.5205439814814815,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
7,1test->0train,sensor,quantum/Fidelity,quantum,0.5069444444444444,0.5088734567901234,"{""C"": 0.1, ""gamma_mult"": 1.0}",144,144
7,1test->0train,sensor,quantum/HS-RBF,quantum,0.5069444444444444,0.48881172839506176,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
7,1test->0train,sensor,quantum/Bures-RBF,quantum,0.5069444444444444,0.48842592592592593,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
7,1test->0train,sensor,quantum/QRE-RBF,quantum,0.5069444444444444,0.472608024691358,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
7,0train->1test,reference,classical/TS+LR,classical,0.6944444444444444,0.7540509259259259,"{""clf__C"": 1.0}",144,144
7,0train->1test,reference,classical/MDM,classical,0.625,0.6442901234567902,{},144,144
7,0train->1test,reference,control/riemann-kernel-SVM,control,0.6875,0.7596450617283951,"{""C"": 1.0}",144,144
7,0train->1test,reference,control/logeuclid-kernel-SVM,control,0.6875,0.7596450617283951,"{""C"": 1.0}",144,144
7,0train->1test,reference,quantum/HS-overlap,quantum,0.7291666666666666,0.7883873456790124,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
7,0train->1test,reference,quantum/Fidelity,quantum,0.7083333333333334,0.7386188271604938,"{""C"": 0.1, ""gamma_mult"": 1.0}",144,144
7,0train->1test,reference,quantum/HS-RBF,quantum,0.6666666666666666,0.7332175925925926,"{""C"": 0.1, ""gamma_mult"": 0.25}",144,144
7,0train->1test,reference,quantum/Bures-RBF,quantum,0.7291666666666666,0.8055555555555555,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
7,0train->1test,reference,quantum/QRE-RBF,quantum,0.7291666666666666,0.8022762345679012,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
7,1test->0train,reference,classical/TS+LR,classical,0.6458333333333334,0.6849922839506173,"{""clf__C"": 1.0}",144,144
7,1test->0train,reference,classical/MDM,classical,0.7222222222222222,0.7793209876543209,{},144,144
7,1test->0train,reference,control/riemann-kernel-SVM,control,0.6458333333333334,0.6863425925925924,"{""C"": 10.0}",144,144
7,1test->0train,reference,control/logeuclid-kernel-SVM,control,0.6458333333333334,0.6863425925925924,"{""C"": 10.0}",144,144
7,1test->0train,reference,quantum/HS-overlap,quantum,0.6875,0.7064043209876543,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
7,1test->0train,reference,quantum/Fidelity,quantum,0.6736111111111112,0.7243441358024691,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
7,1test->0train,reference,quantum/HS-RBF,quantum,0.6597222222222222,0.6963734567901235,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
7,1test->0train,reference,quantum/Bures-RBF,quantum,0.6736111111111112,0.7004243827160493,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
7,1test->0train,reference,quantum/QRE-RBF,quantum,0.6736111111111112,0.6988811728395061,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
8,0train->1test,sensor,classical/TS+LR,classical,0.8958333333333334,0.9880401234567902,"{""clf__C"": 0.1}",144,144
8,0train->1test,sensor,classical/MDM,classical,0.9444444444444444,0.9911265432098766,{},144,144
8,0train->1test,sensor,control/riemann-kernel-SVM,control,0.9236111111111112,0.982445987654321,"{""C"": 1.0}",144,144
8,0train->1test,sensor,control/logeuclid-kernel-SVM,control,0.9305555555555556,0.9849537037037037,"{""C"": 1.0}",144,144
8,0train->1test,sensor,quantum/HS-overlap,quantum,0.6388888888888888,0.7561728395061729,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
8,0train->1test,sensor,quantum/Fidelity,quantum,0.5833333333333334,0.6927083333333334,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
8,0train->1test,sensor,quantum/HS-RBF,quantum,0.7083333333333334,0.7656250000000001,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
8,0train->1test,sensor,quantum/Bures-RBF,quantum,0.7152777777777778,0.7924382716049382,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
8,0train->1test,sensor,quantum/QRE-RBF,quantum,0.7361111111111112,0.7762345679012347,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
8,1test->0train,sensor,classical/TS+LR,classical,0.9027777777777778,0.9712577160493828,"{""clf__C"": 0.1}",144,144
8,1test->0train,sensor,classical/MDM,classical,0.9305555555555556,0.9782021604938272,{},144,144
8,1test->0train,sensor,control/riemann-kernel-SVM,control,0.9305555555555556,0.9818672839506173,"{""C"": 0.1}",144,144
8,1test->0train,sensor,control/logeuclid-kernel-SVM,control,0.9236111111111112,0.9822530864197531,"{""C"": 0.1}",144,144
8,1test->0train,sensor,quantum/HS-overlap,quantum,0.5694444444444444,0.6240354938271604,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
8,1test->0train,sensor,quantum/Fidelity,quantum,0.5208333333333334,0.5574845679012346,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
8,1test->0train,sensor,quantum/HS-RBF,quantum,0.6666666666666666,0.7004243827160495,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
8,1test->0train,sensor,quantum/Bures-RBF,quantum,0.6597222222222222,0.7064043209876544,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
8,1test->0train,sensor,quantum/QRE-RBF,quantum,0.6597222222222222,0.7094907407407408,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
8,0train->1test,reference,classical/TS+LR,classical,0.9097222222222222,0.9882330246913581,"{""clf__C"": 0.1}",144,144
8,0train->1test,reference,classical/MDM,classical,0.9444444444444444,0.9915123456790124,{},144,144
8,0train->1test,reference,control/riemann-kernel-SVM,control,0.9444444444444444,0.9853395061728395,"{""C"": 1.0}",144,144
8,0train->1test,reference,control/logeuclid-kernel-SVM,control,0.9444444444444444,0.9853395061728395,"{""C"": 1.0}",144,144
8,0train->1test,reference,quantum/HS-overlap,quantum,0.9444444444444444,0.9932484567901234,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
8,0train->1test,reference,quantum/Fidelity,quantum,0.9305555555555556,0.9924768518518519,"{""C"": 0.1, ""gamma_mult"": 1.0}",144,144
8,0train->1test,reference,quantum/HS-RBF,quantum,0.9305555555555556,0.9915123456790124,"{""C"": 0.1, ""gamma_mult"": 0.25}",144,144
8,0train->1test,reference,quantum/Bures-RBF,quantum,0.9305555555555556,0.9918981481481481,"{""C"": 0.1, ""gamma_mult"": 0.25}",144,144
8,0train->1test,reference,quantum/QRE-RBF,quantum,0.9305555555555556,0.9918981481481481,"{""C"": 0.1, ""gamma_mult"": 0.25}",144,144
8,1test->0train,reference,classical/TS+LR,classical,0.9027777777777778,0.9739583333333334,"{""clf__C"": 0.1}",144,144
8,1test->0train,reference,classical/MDM,classical,0.9305555555555556,0.9793595679012346,{},144,144
8,1test->0train,reference,control/riemann-kernel-SVM,control,0.9236111111111112,0.9828317901234568,"{""C"": 0.1}",144,144
8,1test->0train,reference,control/logeuclid-kernel-SVM,control,0.9236111111111112,0.9828317901234568,"{""C"": 0.1}",144,144
8,1test->0train,reference,quantum/HS-overlap,quantum,0.9444444444444444,0.9893904320987654,"{""C"": 0.1, ""gamma_mult"": 1.0}",144,144
8,1test->0train,reference,quantum/Fidelity,quantum,0.9166666666666666,0.9891975308641976,"{""C"": 0.1, ""gamma_mult"": 1.0}",144,144
8,1test->0train,reference,quantum/HS-RBF,quantum,0.9444444444444444,0.9874614197530864,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
8,1test->0train,reference,quantum/Bures-RBF,quantum,0.9375,0.9886188271604939,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
8,1test->0train,reference,quantum/QRE-RBF,quantum,0.9375,0.9872685185185185,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
9,0train->1test,sensor,classical/TS+LR,classical,0.8333333333333334,0.9340277777777778,"{""clf__C"": 0.1}",144,144
9,0train->1test,sensor,classical/MDM,classical,0.875,0.9637345679012347,{},144,144
9,0train->1test,sensor,control/riemann-kernel-SVM,control,0.8472222222222222,0.9515817901234568,"{""C"": 0.1}",144,144
9,0train->1test,sensor,control/logeuclid-kernel-SVM,control,0.8333333333333334,0.9425154320987654,"{""C"": 1.0}",144,144
9,0train->1test,sensor,quantum/HS-overlap,quantum,0.7361111111111112,0.9056712962962963,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,0train->1test,sensor,quantum/Fidelity,quantum,0.6666666666666666,0.8414351851851851,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,0train->1test,sensor,quantum/HS-RBF,quantum,0.7847222222222222,0.943287037037037,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
9,0train->1test,sensor,quantum/Bures-RBF,quantum,0.7708333333333334,0.9456018518518519,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
9,0train->1test,sensor,quantum/QRE-RBF,quantum,0.7847222222222222,0.9461805555555556,"{""C"": 10.0, ""gamma_mult"": 0.25}",144,144
9,1test->0train,sensor,classical/TS+LR,classical,0.7083333333333334,0.7918595679012346,"{""clf__C"": 0.1}",144,144
9,1test->0train,sensor,classical/MDM,classical,0.6319444444444444,0.6668595679012346,{},144,144
9,1test->0train,sensor,control/riemann-kernel-SVM,control,0.7638888888888888,0.8047839506172839,"{""C"": 1.0}",144,144
9,1test->0train,sensor,control/logeuclid-kernel-SVM,control,0.7222222222222222,0.8013117283950618,"{""C"": 1.0}",144,144
9,1test->0train,sensor,quantum/HS-overlap,quantum,0.6319444444444444,0.6896219135802468,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,1test->0train,sensor,quantum/Fidelity,quantum,0.6041666666666666,0.6805555555555556,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,1test->0train,sensor,quantum/HS-RBF,quantum,0.5625,0.6068672839506174,"{""C"": 1.0, ""gamma_mult"": 4.0}",144,144
9,1test->0train,sensor,quantum/Bures-RBF,quantum,0.6041666666666666,0.6687885802469136,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,1test->0train,sensor,quantum/QRE-RBF,quantum,0.6111111111111112,0.6662808641975309,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,0train->1test,reference,classical/TS+LR,classical,0.8680555555555556,0.9309413580246914,"{""clf__C"": 0.1}",144,144
9,0train->1test,reference,classical/MDM,classical,0.8819444444444444,0.9635416666666667,{},144,144
9,0train->1test,reference,control/riemann-kernel-SVM,control,0.8888888888888888,0.9527391975308643,"{""C"": 0.1}",144,144
9,0train->1test,reference,control/logeuclid-kernel-SVM,control,0.8888888888888888,0.9527391975308643,"{""C"": 0.1}",144,144
9,0train->1test,reference,quantum/HS-overlap,quantum,0.8680555555555556,0.9361496913580247,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,0train->1test,reference,quantum/Fidelity,quantum,0.8958333333333334,0.9606481481481481,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
9,0train->1test,reference,quantum/HS-RBF,quantum,0.8611111111111112,0.9143518518518519,"{""C"": 10.0, ""gamma_mult"": 4.0}",144,144
9,0train->1test,reference,quantum/Bures-RBF,quantum,0.9236111111111112,0.9633487654320988,"{""C"": 1.0, ""gamma_mult"": 0.25}",144,144
9,0train->1test,reference,quantum/QRE-RBF,quantum,0.9236111111111112,0.9637345679012346,"{""C"": 1.0, ""gamma_mult"": 0.25}",144,144
9,1test->0train,reference,classical/TS+LR,classical,0.7083333333333334,0.797067901234568,"{""clf__C"": 0.1}",144,144
9,1test->0train,reference,classical/MDM,classical,0.6319444444444444,0.6680169753086419,{},144,144
9,1test->0train,reference,control/riemann-kernel-SVM,control,0.7361111111111112,0.808449074074074,"{""C"": 1.0}",144,144
9,1test->0train,reference,control/logeuclid-kernel-SVM,control,0.7361111111111112,0.808449074074074,"{""C"": 1.0}",144,144
9,1test->0train,reference,quantum/HS-overlap,quantum,0.7708333333333334,0.8179012345679013,"{""C"": 1.0, ""gamma_mult"": 1.0}",144,144
9,1test->0train,reference,quantum/Fidelity,quantum,0.7708333333333334,0.8283179012345678,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,1test->0train,reference,quantum/HS-RBF,quantum,0.7638888888888888,0.8072916666666666,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,1test->0train,reference,quantum/Bures-RBF,quantum,0.7638888888888888,0.8099922839506173,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
9,1test->0train,reference,quantum/QRE-RBF,quantum,0.7708333333333334,0.8121141975308641,"{""C"": 10.0, ""gamma_mult"": 1.0}",144,144
