subject,frame,pipeline,group,accuracy,auc,best
75,reference,classical/TS+LR,classical,0.7555555555555555,0.8399209486166009,"{""clf__C"": 0.1}"
75,reference,classical/MDM,classical,0.7777777777777778,0.8458498023715415,{}
75,reference,control/riemann-kernel-SVM,control,0.7555555555555555,0.8379446640316206,"{""C"": 1.0}"
75,reference,control/logeuclid-kernel-SVM,control,0.7555555555555555,0.8379446640316206,"{""C"": 1.0}"
75,reference,quantum/HS-overlap,quantum,0.7777777777777778,0.8517786561264822,"{""C"": 10.0, ""gamma_mult"": 1.0}"
75,reference,quantum/Fidelity,quantum,0.7555555555555555,0.849802371541502,"{""C"": 10.0, ""gamma_mult"": 1.0}"
75,reference,quantum/HS-RBF,quantum,0.7555555555555555,0.8616600790513834,"{""C"": 1.0, ""gamma_mult"": 0.25}"
75,reference,quantum/Bures-RBF,quantum,0.7777777777777778,0.8557312252964427,"{""C"": 1.0, ""gamma_mult"": 0.25}"
75,reference,quantum/QRE-RBF,quantum,0.7777777777777778,0.8517786561264823,"{""C"": 1.0, ""gamma_mult"": 0.25}"
76,reference,classical/TS+LR,classical,0.5777777777777777,0.5671936758893281,"{""clf__C"": 0.1}"
76,reference,classical/MDM,classical,0.5777777777777777,0.6047430830039526,{}
76,reference,control/riemann-kernel-SVM,control,0.5333333333333333,0.5612648221343873,"{""C"": 0.1}"
76,reference,control/logeuclid-kernel-SVM,control,0.5333333333333333,0.5612648221343873,"{""C"": 0.1}"
76,reference,quantum/HS-overlap,quantum,0.5777777777777777,0.5810276679841897,"{""C"": 10.0, ""gamma_mult"": 1.0}"
76,reference,quantum/Fidelity,quantum,0.5555555555555556,0.5632411067193676,"{""C"": 10.0, ""gamma_mult"": 1.0}"
76,reference,quantum/HS-RBF,quantum,0.5777777777777777,0.5948616600790514,"{""C"": 1.0, ""gamma_mult"": 0.25}"
76,reference,quantum/Bures-RBF,quantum,0.5555555555555556,0.6007905138339921,"{""C"": 1.0, ""gamma_mult"": 0.25}"
76,reference,quantum/QRE-RBF,quantum,0.5333333333333333,0.5948616600790514,"{""C"": 1.0, ""gamma_mult"": 0.25}"
77,reference,classical/TS+LR,classical,0.5555555555555556,0.5257936507936508,"{""clf__C"": 0.1}"
77,reference,classical/MDM,classical,0.4888888888888889,0.498015873015873,{}
77,reference,control/riemann-kernel-SVM,control,0.5555555555555556,0.5396825396825397,"{""C"": 10.0}"
77,reference,control/logeuclid-kernel-SVM,control,0.5555555555555556,0.5396825396825397,"{""C"": 10.0}"
77,reference,quantum/HS-overlap,quantum,0.5555555555555556,0.5773809523809523,"{""C"": 10.0, ""gamma_mult"": 1.0}"
77,reference,quantum/Fidelity,quantum,0.5555555555555556,0.5317460317460317,"{""C"": 1.0, ""gamma_mult"": 1.0}"
77,reference,quantum/HS-RBF,quantum,0.5555555555555556,0.5654761904761905,"{""C"": 1.0, ""gamma_mult"": 0.25}"
77,reference,quantum/Bures-RBF,quantum,0.5777777777777777,0.5376984126984127,"{""C"": 1.0, ""gamma_mult"": 0.25}"
77,reference,quantum/QRE-RBF,quantum,0.5777777777777777,0.5456349206349207,"{""C"": 1.0, ""gamma_mult"": 0.25}"
78,reference,classical/TS+LR,classical,0.5777777777777777,0.5691699604743083,"{""clf__C"": 0.1}"
78,reference,classical/MDM,classical,0.5777777777777777,0.616600790513834,{}
78,reference,control/riemann-kernel-SVM,control,0.5777777777777777,0.5612648221343874,"{""C"": 1.0}"
78,reference,control/logeuclid-kernel-SVM,control,0.5777777777777777,0.5612648221343874,"{""C"": 1.0}"
78,reference,quantum/HS-overlap,quantum,0.5333333333333333,0.5592885375494071,"{""C"": 10.0, ""gamma_mult"": 1.0}"
78,reference,quantum/Fidelity,quantum,0.5777777777777777,0.5790513833992095,"{""C"": 1.0, ""gamma_mult"": 1.0}"
78,reference,quantum/HS-RBF,quantum,0.5111111111111111,0.533596837944664,"{""C"": 1.0, ""gamma_mult"": 0.25}"
78,reference,quantum/Bures-RBF,quantum,0.5333333333333333,0.5533596837944664,"{""C"": 1.0, ""gamma_mult"": 0.25}"
78,reference,quantum/QRE-RBF,quantum,0.5333333333333333,0.5652173913043479,"{""C"": 0.1, ""gamma_mult"": 1.0}"
79,reference,classical/TS+LR,classical,0.6666666666666666,0.6916996047430831,"{""clf__C"": 1.0}"
79,reference,classical/MDM,classical,0.6444444444444445,0.7213438735177866,{}
79,reference,control/riemann-kernel-SVM,control,0.6444444444444445,0.6778656126482212,"{""C"": 10.0}"
79,reference,control/logeuclid-kernel-SVM,control,0.6666666666666666,0.6798418972332017,"{""C"": 1.0}"
79,reference,quantum/HS-overlap,quantum,0.6222222222222222,0.6442687747035574,"{""C"": 10.0, ""gamma_mult"": 1.0}"
79,reference,quantum/Fidelity,quantum,0.6222222222222222,0.6600790513833992,"{""C"": 1.0, ""gamma_mult"": 1.0}"
79,reference,quantum/HS-RBF,quantum,0.6222222222222222,0.6600790513833993,"{""C"": 1.0, ""gamma_mult"": 0.25}"
79,reference,quantum/Bures-RBF,quantum,0.6444444444444445,0.673913043478261,"{""C"": 1.0, ""gamma_mult"": 0.25}"
79,reference,quantum/QRE-RBF,quantum,0.6444444444444445,0.6719367588932806,"{""C"": 0.1, ""gamma_mult"": 0.25}"
80,reference,classical/TS+LR,classical,0.7333333333333333,0.7332015810276681,"{""clf__C"": 1.0}"
80,reference,classical/MDM,classical,0.6888888888888889,0.7094861660079052,{}
80,reference,control/riemann-kernel-SVM,control,0.6888888888888889,0.7470355731225297,"{""C"": 0.1}"
80,reference,control/logeuclid-kernel-SVM,control,0.6888888888888889,0.7470355731225297,"{""C"": 0.1}"
80,reference,quantum/HS-overlap,quantum,0.6888888888888889,0.7549407114624507,"{""C"": 10.0, ""gamma_mult"": 1.0}"
80,reference,quantum/Fidelity,quantum,0.6888888888888889,0.7549407114624507,"{""C"": 1.0, ""gamma_mult"": 1.0}"
80,reference,quantum/HS-RBF,quantum,0.7111111111111111,0.7470355731225298,"{""C"": 1.0, ""gamma_mult"": 0.25}"
80,reference,quantum/Bures-RBF,quantum,0.6888888888888889,0.7529644268774704,"{""C"": 1.0, ""gamma_mult"": 0.25}"
80,reference,quantum/QRE-RBF,quantum,0.6444444444444445,0.7450592885375494,"{""C"": 0.1, ""gamma_mult"": 1.0}"
81,reference,classical/TS+LR,classical,0.6444444444444445,0.7371541501976284,"{""clf__C"": 1.0}"
81,reference,classical/MDM,classical,0.6,0.6185770750988142,{}
81,reference,control/riemann-kernel-SVM,control,0.6222222222222222,0.766798418972332,"{""C"": 10.0}"
81,reference,control/logeuclid-kernel-SVM,control,0.6222222222222222,0.766798418972332,"{""C"": 10.0}"
81,reference,quantum/HS-overlap,quantum,0.6222222222222222,0.7569169960474308,"{""C"": 10.0, ""gamma_mult"": 1.0}"
81,reference,quantum/Fidelity,quantum,0.6444444444444445,0.7233201581027667,"{""C"": 1.0, ""gamma_mult"": 1.0}"
81,reference,quantum/HS-RBF,quantum,0.6888888888888889,0.7470355731225297,"{""C"": 1.0, ""gamma_mult"": 0.25}"
81,reference,quantum/Bures-RBF,quantum,0.6666666666666666,0.7667984189723319,"{""C"": 1.0, ""gamma_mult"": 0.25}"
81,reference,quantum/QRE-RBF,quantum,0.6666666666666666,0.758893280632411,"{""C"": 1.0, ""gamma_mult"": 0.25}"
82,reference,classical/TS+LR,classical,0.7111111111111111,0.8438735177865613,"{""clf__C"": 1.0}"
82,reference,classical/MDM,classical,0.7111111111111111,0.8142292490118578,{}
82,reference,control/riemann-kernel-SVM,control,0.7333333333333333,0.841897233201581,"{""C"": 1.0}"
82,reference,control/logeuclid-kernel-SVM,control,0.7333333333333333,0.8379446640316206,"{""C"": 10.0}"
