subject,frame,pipeline,group,accuracy,auc,best
55,sensor,classical/TS+LR,classical,0.7555555555555555,0.9387351778656127,"{""clf__C"": 0.1}"
55,sensor,classical/MDM,classical,0.5111111111111111,0.8893280632411067,{}
55,sensor,control/riemann-kernel-SVM,control,0.7777777777777778,0.9308300395256917,"{""C"": 0.1}"
55,sensor,control/logeuclid-kernel-SVM,control,0.7555555555555555,0.9328063241106719,"{""C"": 10.0}"
55,sensor,quantum/HS-overlap,quantum,0.5111111111111111,0.4772727272727273,"{""C"": 10.0, ""gamma_mult"": 1.0}"
55,sensor,quantum/Fidelity,quantum,0.5111111111111111,0.4683794466403162,"{""C"": 10.0, ""gamma_mult"": 1.0}"
55,sensor,quantum/HS-RBF,quantum,0.5111111111111111,0.5059288537549407,"{""C"": 10.0, ""gamma_mult"": 1.0}"
55,sensor,quantum/Bures-RBF,quantum,0.5111111111111111,0.36264822134387353,"{""C"": 10.0, ""gamma_mult"": 0.25}"
55,sensor,quantum/QRE-RBF,quantum,0.5111111111111111,0.4614624505928853,"{""C"": 10.0, ""gamma_mult"": 0.25}"
56,sensor,classical/TS+LR,classical,0.7555555555555555,0.7905138339920948,"{""clf__C"": 10.0}"
56,sensor,classical/MDM,classical,0.5111111111111111,0.8754940711462451,{}
56,sensor,control/riemann-kernel-SVM,control,0.7111111111111111,0.7905138339920948,"{""C"": 10.0}"
56,sensor,control/logeuclid-kernel-SVM,control,0.7333333333333333,0.8438735177865613,"{""C"": 1.0}"
56,sensor,quantum/HS-overlap,quantum,0.7111111111111111,0.8300395256916996,"{""C"": 10.0, ""gamma_mult"": 1.0}"
56,sensor,quantum/Fidelity,quantum,0.8,0.8754940711462451,"{""C"": 10.0, ""gamma_mult"": 1.0}"
56,sensor,quantum/HS-RBF,quantum,0.5111111111111111,0.45849802371541504,"{""C"": 10.0, ""gamma_mult"": 1.0}"
56,sensor,quantum/Bures-RBF,quantum,0.8444444444444444,0.9209486166007904,"{""C"": 10.0, ""gamma_mult"": 0.25}"
56,sensor,quantum/QRE-RBF,quantum,0.5777777777777777,0.6877470355731226,"{""C"": 10.0, ""gamma_mult"": 1.0}"
57,sensor,classical/TS+LR,classical,0.5333333333333333,0.621031746031746,"{""clf__C"": 10.0}"
57,sensor,classical/MDM,classical,0.4666666666666667,0.6150793650793651,{}
57,sensor,control/riemann-kernel-SVM,control,0.5333333333333333,0.623015873015873,"{""C"": 10.0}"
57,sensor,control/logeuclid-kernel-SVM,control,0.6222222222222222,0.5833333333333334,"{""C"": 1.0}"
57,sensor,quantum/HS-overlap,quantum,0.6222222222222222,0.638888888888889,"{""C"": 10.0, ""gamma_mult"": 1.0}"
57,sensor,quantum/Fidelity,quantum,0.5555555555555556,0.6408730158730158,"{""C"": 10.0, ""gamma_mult"": 1.0}"
