subject,frame,pipeline,group,accuracy,auc,best
29,reference,classical/TS+LR,classical,1.0,1.0,"{""clf__C"": 10.0}"
29,reference,classical/MDM,classical,0.9555555555555556,1.0,{}
29,reference,control/riemann-kernel-SVM,control,1.0,1.0,"{""C"": 0.1}"
29,reference,control/logeuclid-kernel-SVM,control,1.0,1.0,"{""C"": 0.1}"
29,reference,quantum/HS-overlap,quantum,0.9777777777777777,1.0,"{""C"": 10.0, ""gamma_mult"": 1.0}"
29,reference,quantum/Fidelity,quantum,0.9777777777777777,1.0,"{""C"": 1.0, ""gamma_mult"": 1.0}"
29,reference,quantum/HS-RBF,quantum,0.9777777777777777,1.0,"{""C"": 1.0, ""gamma_mult"": 0.25}"
29,reference,quantum/Bures-RBF,quantum,0.9777777777777777,1.0,"{""C"": 1.0, ""gamma_mult"": 0.25}"
29,reference,quantum/QRE-RBF,quantum,0.9555555555555556,0.9980237154150198,"{""C"": 1.0, ""gamma_mult"": 1.0}"
30,reference,classical/TS+LR,classical,0.7333333333333333,0.7242063492063492,"{""clf__C"": 0.1}"
30,reference,classical/MDM,classical,0.6444444444444445,0.7380952380952381,{}
30,reference,control/riemann-kernel-SVM,control,0.7111111111111111,0.7202380952380953,"{""C"": 10.0}"
30,reference,control/logeuclid-kernel-SVM,control,0.7111111111111111,0.7202380952380953,"{""C"": 10.0}"
30,reference,quantum/HS-overlap,quantum,0.6888888888888889,0.7281746031746031,"{""C"": 10.0, ""gamma_mult"": 1.0}"
30,reference,quantum/Fidelity,quantum,0.7111111111111111,0.7182539682539683,"{""C"": 10.0, ""gamma_mult"": 1.0}"
30,reference,quantum/HS-RBF,quantum,0.6888888888888889,0.7261904761904763,"{""C"": 1.0, ""gamma_mult"": 0.25}"
30,reference,quantum/Bures-RBF,quantum,0.7111111111111111,0.7301587301587301,"{""C"": 1.0, ""gamma_mult"": 0.25}"
30,reference,quantum/QRE-RBF,quantum,0.7111111111111111,0.7261904761904763,"{""C"": 1.0, ""gamma_mult"": 0.25}"
31,reference,classical/TS+LR,classical,0.9333333333333333,0.9407114624505929,"{""clf__C"": 0.1}"
31,reference,classical/MDM,classical,0.8888888888888888,0.9288537549407114,{}
31,reference,control/riemann-kernel-SVM,control,0.9111111111111111,0.9367588932806324,"{""C"": 0.1}"
31,reference,control/logeuclid-kernel-SVM,control,0.9111111111111111,0.9367588932806324,"{""C"": 0.1}"
31,reference,quantum/HS-overlap,quantum,0.9333333333333333,0.9426877470355731,"{""C"": 10.0, ""gamma_mult"": 1.0}"
31,reference,quantum/Fidelity,quantum,0.9111111111111111,0.9446640316205532,"{""C"": 10.0, ""gamma_mult"": 1.0}"
31,reference,quantum/HS-RBF,quantum,0.9333333333333333,0.9446640316205532,"{""C"": 1.0, ""gamma_mult"": 0.25}"
31,reference,quantum/Bures-RBF,quantum,0.9111111111111111,0.9407114624505928,"{""C"": 0.1, ""gamma_mult"": 1.0}"
31,reference,quantum/QRE-RBF,quantum,0.9111111111111111,0.9407114624505928,"{""C"": 0.1, ""gamma_mult"": 1.0}"
32,reference,classical/TS+LR,classical,0.9555555555555556,0.9940476190476191,"{""clf__C"": 0.1}"
32,reference,classical/MDM,classical,0.9333333333333333,0.9444444444444444,{}
32,reference,control/riemann-kernel-SVM,control,0.9777777777777777,0.9920634920634921,"{""C"": 1.0}"
32,reference,control/logeuclid-kernel-SVM,control,0.9777777777777777,0.9920634920634921,"{""C"": 1.0}"
32,reference,quantum/HS-overlap,quantum,0.9555555555555556,0.9861111111111112,"{""C"": 1.0, ""gamma_mult"": 1.0}"
32,reference,quantum/Fidelity,quantum,0.9555555555555556,0.9940476190476191,"{""C"": 10.0, ""gamma_mult"": 1.0}"
32,reference,quantum/HS-RBF,quantum,0.9555555555555556,0.9900793650793651,"{""C"": 1.0, ""gamma_mult"": 0.25}"
32,reference,quantum/Bures-RBF,quantum,0.9555555555555556,0.9880952380952381,"{""C"": 0.1, ""gamma_mult"": 1.0}"
32,reference,quantum/QRE-RBF,quantum,0.9555555555555556,0.9880952380952381,"{""C"": 0.1, ""gamma_mult"": 1.0}"
33,reference,classical/TS+LR,classical,0.8222222222222222,0.9051383399209487,"{""clf__C"": 1.0}"
33,reference,classical/MDM,classical,0.7777777777777778,0.8458498023715415,{}
33,reference,control/riemann-kernel-SVM,control,0.8,0.9110671936758894,"{""C"": 0.1}"
33,reference,control/logeuclid-kernel-SVM,control,0.8,0.9110671936758894,"{""C"": 0.1}"
33,reference,quantum/HS-overlap,quantum,0.8,0.9169960474308301,"{""C"": 1.0, ""gamma_mult"": 1.0}"
33,reference,quantum/Fidelity,quantum,0.8,0.9209486166007905,"{""C"": 1.0, ""gamma_mult"": 1.0}"
33,reference,quantum/HS-RBF,quantum,0.7555555555555555,0.8814229249011858,"{""C"": 0.1, ""gamma_mult"": 1.0}"
33,reference,quantum/Bures-RBF,quantum,0.7777777777777778,0.9011857707509882,"{""C"": 0.1, ""gamma_mult"": 1.0}"
33,reference,quantum/QRE-RBF,quantum,0.7777777777777778,0.8992094861660079,"{""C"": 0.1, ""gamma_mult"": 1.0}"
34,reference,classical/TS+LR,classical,0.9777777777777777,0.9980158730158729,"{""clf__C"": 10.0}"
34,reference,classical/MDM,classical,0.9555555555555556,1.0,{}
34,reference,control/riemann-kernel-SVM,control,0.9555555555555556,0.9980158730158729,"{""C"": 0.1}"
34,reference,control/logeuclid-kernel-SVM,control,0.9555555555555556,0.9980158730158729,"{""C"": 0.1}"
34,reference,quantum/HS-overlap,quantum,0.9555555555555556,0.9960317460317459,"{""C"": 1.0, ""gamma_mult"": 1.0}"
34,reference,quantum/Fidelity,quantum,0.9777777777777777,0.9980158730158729,"{""C"": 1.0, ""gamma_mult"": 1.0}"
34,reference,quantum/HS-RBF,quantum,1.0,1.0,"{""C"": 0.1, ""gamma_mult"": 1.0}"
34,reference,quantum/Bures-RBF,quantum,0.9777777777777777,1.0,"{""C"": 0.1, ""gamma_mult"": 1.0}"
34,reference,quantum/QRE-RBF,quantum,0.9777777777777777,1.0,"{""C"": 0.1, ""gamma_mult"": 1.0}"
35,reference,classical/TS+LR,classical,0.6222222222222222,0.7154150197628458,"{""clf__C"": 10.0}"
35,reference,classical/MDM,classical,0.6888888888888889,0.7569169960474309,{}
35,reference,control/riemann-kernel-SVM,control,0.6222222222222222,0.7114624505928853,"{""C"": 0.1}"
35,reference,control/logeuclid-kernel-SVM,control,0.6222222222222222,0.7114624505928853,"{""C"": 0.1}"
