subject,frame,pipeline,group,accuracy,auc,best
65,reference,classical/TS+LR,classical,0.7777777777777778,0.8511904761904762,"{""clf__C"": 10.0}"
65,reference,classical/MDM,classical,0.8,0.8551587301587302,{}
65,reference,control/riemann-kernel-SVM,control,0.8,0.8452380952380952,"{""C"": 0.1}"
65,reference,control/logeuclid-kernel-SVM,control,0.8,0.8432539682539683,"{""C"": 10.0}"
65,reference,quantum/HS-overlap,quantum,0.7777777777777778,0.8412698412698413,"{""C"": 10.0, ""gamma_mult"": 1.0}"
65,reference,quantum/Fidelity,quantum,0.7777777777777778,0.8392857142857143,"{""C"": 10.0, ""gamma_mult"": 1.0}"
65,reference,quantum/HS-RBF,quantum,0.7777777777777778,0.8511904761904762,"{""C"": 1.0, ""gamma_mult"": 0.25}"
65,reference,quantum/Bures-RBF,quantum,0.7777777777777778,0.8472222222222222,"{""C"": 1.0, ""gamma_mult"": 0.25}"
65,reference,quantum/QRE-RBF,quantum,0.7777777777777778,0.8492063492063493,"{""C"": 1.0, ""gamma_mult"": 0.25}"
66,reference,classical/TS+LR,classical,0.4,0.4288537549407115,"{""clf__C"": 0.1}"
66,reference,classical/MDM,classical,0.4888888888888889,0.4624505928853755,{}
66,reference,control/riemann-kernel-SVM,control,0.4444444444444444,0.43873517786561267,"{""C"": 10.0}"
66,reference,control/logeuclid-kernel-SVM,control,0.4444444444444444,0.43675889328063244,"{""C"": 10.0}"
66,reference,quantum/HS-overlap,quantum,0.4444444444444444,0.44664031620553357,"{""C"": 10.0, ""gamma_mult"": 1.0}"
66,reference,quantum/Fidelity,quantum,0.4444444444444444,0.43083003952569177,"{""C"": 10.0, ""gamma_mult"": 1.0}"
66,reference,quantum/HS-RBF,quantum,0.4222222222222222,0.44071146245059284,"{""C"": 1.0, ""gamma_mult"": 0.25}"
66,reference,quantum/Bures-RBF,quantum,0.4666666666666667,0.43478260869565216,"{""C"": 1.0, ""gamma_mult"": 0.25}"
66,reference,quantum/QRE-RBF,quantum,0.4666666666666667,0.4426877470355732,"{""C"": 1.0, ""gamma_mult"": 0.25}"
