subject,frame,pipeline,group,accuracy,auc,best
3,reference,classical/TS+LR,classical,0.4444444444444444,0.40711462450592883,"{""clf__C"": 1.0}"
3,reference,classical/MDM,classical,0.5111111111111111,0.4268774703557312,{}
3,reference,control/riemann-kernel-SVM,control,0.4666666666666667,0.39723320158102765,"{""C"": 0.1}"
3,reference,control/logeuclid-kernel-SVM,control,0.4666666666666667,0.39723320158102765,"{""C"": 0.1}"
3,reference,quantum/HS-overlap,quantum,0.5333333333333333,0.40118577075098816,"{""C"": 1.0, ""gamma_mult"": 1.0}"
3,reference,quantum/Fidelity,quantum,0.4888888888888889,0.41897233201581024,"{""C"": 10.0, ""gamma_mult"": 1.0}"
3,reference,quantum/HS-RBF,quantum,0.5333333333333333,0.41699604743083,"{""C"": 1.0, ""gamma_mult"": 0.25}"
3,reference,quantum/Bures-RBF,quantum,0.4888888888888889,0.4150197628458498,"{""C"": 1.0, ""gamma_mult"": 0.25}"
3,reference,quantum/QRE-RBF,quantum,0.4888888888888889,0.40909090909090906,"{""C"": 1.0, ""gamma_mult"": 0.25}"
4,reference,classical/TS+LR,classical,0.7333333333333333,0.8300395256916996,"{""clf__C"": 1.0}"
4,reference,classical/MDM,classical,0.7111111111111111,0.7806324110671937,{}
4,reference,control/riemann-kernel-SVM,control,0.7333333333333333,0.8359683794466404,"{""C"": 1.0}"
4,reference,control/logeuclid-kernel-SVM,control,0.7333333333333333,0.8359683794466404,"{""C"": 1.0}"
4,reference,quantum/HS-overlap,quantum,0.6888888888888889,0.8122529644268774,"{""C"": 1.0, ""gamma_mult"": 1.0}"
4,reference,quantum/Fidelity,quantum,0.7111111111111111,0.8201581027667985,"{""C"": 10.0, ""gamma_mult"": 1.0}"
4,reference,quantum/HS-RBF,quantum,0.7111111111111111,0.8181818181818181,"{""C"": 1.0, ""gamma_mult"": 0.25}"
4,reference,quantum/Bures-RBF,quantum,0.7111111111111111,0.8201581027667985,"{""C"": 1.0, ""gamma_mult"": 0.25}"
4,reference,quantum/QRE-RBF,quantum,0.7111111111111111,0.8201581027667985,"{""C"": 1.0, ""gamma_mult"": 0.25}"
5,reference,classical/TS+LR,classical,0.3333333333333333,0.3531746031746032,"{""clf__C"": 1.0}"
5,reference,classical/MDM,classical,0.37777777777777777,0.40079365079365076,{}
5,reference,control/riemann-kernel-SVM,control,0.35555555555555557,0.39285714285714285,"{""C"": 0.1}"
5,reference,control/logeuclid-kernel-SVM,control,0.35555555555555557,0.39285714285714285,"{""C"": 0.1}"
5,reference,quantum/HS-overlap,quantum,0.4,0.3948412698412698,"{""C"": 1.0, ""gamma_mult"": 1.0}"
5,reference,quantum/Fidelity,quantum,0.4,0.3849206349206349,"{""C"": 10.0, ""gamma_mult"": 1.0}"
5,reference,quantum/HS-RBF,quantum,0.35555555555555557,0.380952380952381,"{""C"": 1.0, ""gamma_mult"": 0.25}"
5,reference,quantum/Bures-RBF,quantum,0.35555555555555557,0.37500000000000006,"{""C"": 1.0, ""gamma_mult"": 0.25}"
5,reference,quantum/QRE-RBF,quantum,0.3333333333333333,0.37103174603174605,"{""C"": 1.0, ""gamma_mult"": 0.25}"
6,reference,classical/TS+LR,classical,0.4666666666666667,0.45238095238095244,"{""clf__C"": 1.0}"
6,reference,classical/MDM,classical,0.4444444444444444,0.4841269841269842,{}
6,reference,control/riemann-kernel-SVM,control,0.4888888888888889,0.45436507936507936,"{""C"": 10.0}"
6,reference,control/logeuclid-kernel-SVM,control,0.4888888888888889,0.45436507936507936,"{""C"": 10.0}"
6,reference,quantum/HS-overlap,quantum,0.5777777777777777,0.5238095238095238,"{""C"": 1.0, ""gamma_mult"": 1.0}"
6,reference,quantum/Fidelity,quantum,0.5333333333333333,0.44642857142857145,"{""C"": 10.0, ""gamma_mult"": 1.0}"
6,reference,quantum/HS-RBF,quantum,0.5333333333333333,0.494047619047619,"{""C"": 1.0, ""gamma_mult"": 0.25}"
6,reference,quantum/Bures-RBF,quantum,0.5333333333333333,0.4642857142857143,"{""C"": 1.0, ""gamma_mult"": 0.25}"
6,reference,quantum/QRE-RBF,quantum,0.5111111111111111,0.4603174603174603,"{""C"": 1.0, ""gamma_mult"": 0.25}"
7,reference,classical/TS+LR,classical,0.9777777777777777,1.0,"{""clf__C"": 0.1}"
7,reference,classical/MDM,classical,0.9111111111111111,0.9762845849802372,{}
7,reference,control/riemann-kernel-SVM,control,0.9333333333333333,0.9960474308300395,"{""C"": 10.0}"
7,reference,control/logeuclid-kernel-SVM,control,0.9333333333333333,0.9960474308300395,"{""C"": 10.0}"
7,reference,quantum/HS-overlap,quantum,0.9333333333333333,0.9940711462450593,"{""C"": 1.0, ""gamma_mult"": 1.0}"
7,reference,quantum/Fidelity,quantum,0.9333333333333333,1.0,"{""C"": 10.0, ""gamma_mult"": 1.0}"
7,reference,quantum/HS-RBF,quantum,0.9333333333333333,0.9960474308300395,"{""C"": 1.0, ""gamma_mult"": 0.25}"
7,reference,quantum/Bures-RBF,quantum,0.9555555555555556,0.9980237154150198,"{""C"": 1.0, ""gamma_mult"": 0.25}"
7,reference,quantum/QRE-RBF,quantum,0.9333333333333333,0.9940711462450593,"{""C"": 1.0, ""gamma_mult"": 0.25}"
8,reference,classical/TS+LR,classical,0.6,0.6660079051383399,"{""clf__C"": 1.0}"
8,reference,classical/MDM,classical,0.5777777777777777,0.6284584980237153,{}
8,reference,control/riemann-kernel-SVM,control,0.6,0.66600790513834,"{""C"": 10.0}"
8,reference,control/logeuclid-kernel-SVM,control,0.6,0.66600790513834,"{""C"": 10.0}"
8,reference,quantum/HS-overlap,quantum,0.6,0.6521739130434783,"{""C"": 1.0, ""gamma_mult"": 1.0}"
8,reference,quantum/Fidelity,quantum,0.6222222222222222,0.6778656126482213,"{""C"": 10.0, ""gamma_mult"": 1.0}"
8,reference,quantum/HS-RBF,quantum,0.6,0.6758893280632411,"{""C"": 1.0, ""gamma_mult"": 0.25}"
8,reference,quantum/Bures-RBF,quantum,0.6,0.6600790513833992,"{""C"": 1.0, ""gamma_mult"": 0.25}"
8,reference,quantum/QRE-RBF,quantum,0.6222222222222222,0.6719367588932806,"{""C"": 1.0, ""gamma_mult"": 0.25}"
9,reference,classical/TS+LR,classical,0.5333333333333333,0.5337301587301587,"{""clf__C"": 10.0}"
9,reference,classical/MDM,classical,0.5333333333333333,0.5178571428571429,{}
9,reference,control/riemann-kernel-SVM,control,0.4666666666666667,0.5218253968253967,"{""C"": 0.1}"
9,reference,control/logeuclid-kernel-SVM,control,0.4666666666666667,0.5218253968253967,"{""C"": 0.1}"
9,reference,quantum/HS-overlap,quantum,0.5333333333333333,0.5317460317460317,"{""C"": 1.0, ""gamma_mult"": 1.0}"
9,reference,quantum/Fidelity,quantum,0.4666666666666667,0.5257936507936507,"{""C"": 10.0, ""gamma_mult"": 1.0}"
9,reference,quantum/HS-RBF,quantum,0.5111111111111111,0.5436507936507936,"{""C"": 1.0, ""gamma_mult"": 0.25}"
