subject,frame,pipeline,group,accuracy,auc,best
83,reference,classical/TS+LR,classical,0.7111111111111111,0.8517786561264822,"{""clf__C"": 10.0}"
83,reference,classical/MDM,classical,0.7333333333333333,0.7687747035573123,{}
83,reference,control/riemann-kernel-SVM,control,0.7111111111111111,0.8458498023715415,"{""C"": 0.1}"
83,reference,control/logeuclid-kernel-SVM,control,0.7111111111111111,0.8458498023715415,"{""C"": 0.1}"
83,reference,quantum/HS-overlap,quantum,0.7333333333333333,0.849802371541502,"{""C"": 1.0, ""gamma_mult"": 1.0}"
83,reference,quantum/Fidelity,quantum,0.7333333333333333,0.8399209486166008,"{""C"": 1.0, ""gamma_mult"": 1.0}"
83,reference,quantum/HS-RBF,quantum,0.7333333333333333,0.8458498023715415,"{""C"": 1.0, ""gamma_mult"": 0.25}"
83,reference,quantum/Bures-RBF,quantum,0.7333333333333333,0.8517786561264822,"{""C"": 1.0, ""gamma_mult"": 0.25}"
83,reference,quantum/QRE-RBF,quantum,0.7333333333333333,0.8478260869565217,"{""C"": 1.0, ""gamma_mult"": 0.25}"
84,reference,classical/TS+LR,classical,0.7111111111111111,0.7608695652173912,"{""clf__C"": 0.1}"
84,reference,classical/MDM,classical,0.7555555555555555,0.7905138339920948,{}
84,reference,control/riemann-kernel-SVM,control,0.6888888888888889,0.7430830039525692,"{""C"": 10.0}"
84,reference,control/logeuclid-kernel-SVM,control,0.6888888888888889,0.741106719367589,"{""C"": 10.0}"
84,reference,quantum/HS-overlap,quantum,0.6444444444444445,0.7509881422924901,"{""C"": 1.0, ""gamma_mult"": 1.0}"
84,reference,quantum/Fidelity,quantum,0.6888888888888889,0.7430830039525692,"{""C"": 1.0, ""gamma_mult"": 1.0}"
84,reference,quantum/HS-RBF,quantum,0.6444444444444445,0.7233201581027668,"{""C"": 1.0, ""gamma_mult"": 0.25}"
84,reference,quantum/Bures-RBF,quantum,0.6666666666666666,0.7272727272727273,"{""C"": 1.0, ""gamma_mult"": 0.25}"
