subject,frame,pipeline,group,accuracy,auc,best
37,sensor,classical/TS+LR,classical,0.5111111111111111,0.5158102766798419,"{""clf__C"": 10.0}"
37,sensor,classical/MDM,classical,0.5111111111111111,0.5059288537549408,{}
37,sensor,control/riemann-kernel-SVM,control,0.5111111111111111,0.5355731225296443,"{""C"": 0.1}"
37,sensor,control/logeuclid-kernel-SVM,control,0.5111111111111111,0.5632411067193677,"{""C"": 10.0}"
37,sensor,quantum/HS-overlap,quantum,0.5111111111111111,0.49209486166007904,"{""C"": 10.0, ""gamma_mult"": 1.0}"
37,sensor,quantum/Fidelity,quantum,0.5111111111111111,0.5810276679841897,"{""C"": 10.0, ""gamma_mult"": 1.0}"
37,sensor,quantum/HS-RBF,quantum,0.5111111111111111,0.49011857707509887,"{""C"": 10.0, ""gamma_mult"": 1.0}"
37,sensor,quantum/Bures-RBF,quantum,0.5111111111111111,0.4980237154150198,"{""C"": 10.0, ""gamma_mult"": 0.25}"
37,sensor,quantum/QRE-RBF,quantum,0.5111111111111111,0.4782608695652174,"{""C"": 10.0, ""gamma_mult"": 0.25}"
38,sensor,classical/TS+LR,classical,0.4888888888888889,0.5197628458498024,"{""clf__C"": 0.1}"
38,sensor,classical/MDM,classical,0.5555555555555556,0.5158102766798418,{}
38,sensor,control/riemann-kernel-SVM,control,0.4888888888888889,0.5158102766798419,"{""C"": 1.0}"
38,sensor,control/logeuclid-kernel-SVM,control,0.4888888888888889,0.5513833992094862,"{""C"": 1.0}"
38,sensor,quantum/HS-overlap,quantum,0.4666666666666667,0.5,"{""C"": 10.0, ""gamma_mult"": 1.0}"
38,sensor,quantum/Fidelity,quantum,0.4888888888888889,0.4920948616600791,"{""C"": 10.0, ""gamma_mult"": 1.0}"
38,sensor,quantum/HS-RBF,quantum,0.5555555555555556,0.5217391304347826,"{""C"": 10.0, ""gamma_mult"": 1.0}"
38,sensor,quantum/Bures-RBF,quantum,0.4888888888888889,0.5,"{""C"": 10.0, ""gamma_mult"": 0.25}"
38,sensor,quantum/QRE-RBF,quantum,0.4666666666666667,0.5335968379446641,"{""C"": 10.0, ""gamma_mult"": 0.25}"
39,sensor,classical/TS+LR,classical,0.4666666666666667,0.5316205533596838,"{""clf__C"": 1.0}"
39,sensor,classical/MDM,classical,0.4888888888888889,0.3913043478260869,{}
39,sensor,control/riemann-kernel-SVM,control,0.4666666666666667,0.5355731225296443,"{""C"": 1.0}"
39,sensor,control/logeuclid-kernel-SVM,control,0.4444444444444444,0.5573122529644269,"{""C"": 1.0}"
39,sensor,quantum/HS-overlap,quantum,0.4666666666666667,0.4861660079051384,"{""C"": 10.0, ""gamma_mult"": 1.0}"
39,sensor,quantum/Fidelity,quantum,0.5111111111111111,0.5138339920948616,"{""C"": 10.0, ""gamma_mult"": 1.0}"
39,sensor,quantum/HS-RBF,quantum,0.4666666666666667,0.47430830039525695,"{""C"": 10.0, ""gamma_mult"": 1.0}"
39,sensor,quantum/Bures-RBF,quantum,0.6444444444444445,0.5810276679841897,"{""C"": 10.0, ""gamma_mult"": 0.25}"
39,sensor,quantum/QRE-RBF,quantum,0.6,0.5533596837944663,"{""C"": 10.0, ""gamma_mult"": 0.25}"
40,sensor,classical/TS+LR,classical,0.5111111111111111,0.501984126984127,"{""clf__C"": 1.0}"
40,sensor,classical/MDM,classical,0.5555555555555556,0.48611111111111116,{}
40,sensor,control/riemann-kernel-SVM,control,0.5111111111111111,0.48611111111111116,"{""C"": 1.0}"
40,sensor,control/logeuclid-kernel-SVM,control,0.4888888888888889,0.5,"{""C"": 1.0}"
40,sensor,quantum/HS-overlap,quantum,0.5333333333333333,0.5138888888888888,"{""C"": 10.0, ""gamma_mult"": 1.0}"
