subject,frame,pipeline,group,accuracy,auc,best
107,reference,classical/TS+LR,classical,0.6,0.6349206349206349,"{""clf__C"": 1.0}"
107,reference,classical/MDM,classical,0.4666666666666667,0.5317460317460316,{}
107,reference,control/riemann-kernel-SVM,control,0.6,0.625,"{""C"": 10.0}"
107,reference,control/logeuclid-kernel-SVM,control,0.6,0.625,"{""C"": 10.0}"
107,reference,quantum/HS-overlap,quantum,0.6222222222222222,0.6507936507936508,"{""C"": 1.0, ""gamma_mult"": 1.0}"
107,reference,quantum/Fidelity,quantum,0.6,0.6349206349206349,"{""C"": 10.0, ""gamma_mult"": 1.0}"
107,reference,quantum/HS-RBF,quantum,0.6222222222222222,0.6468253968253969,"{""C"": 1.0, ""gamma_mult"": 0.25}"
107,reference,quantum/Bures-RBF,quantum,0.6,0.6329365079365079,"{""C"": 1.0, ""gamma_mult"": 0.25}"
107,reference,quantum/QRE-RBF,quantum,0.6222222222222222,0.6369047619047619,"{""C"": 1.0, ""gamma_mult"": 0.25}"
108,reference,classical/TS+LR,classical,0.8,0.8853754940711462,"{""clf__C"": 0.1}"
108,reference,classical/MDM,classical,0.7777777777777778,0.8577075098814229,{}
108,reference,control/riemann-kernel-SVM,control,0.7555555555555555,0.8656126482213439,"{""C"": 0.1}"
108,reference,control/logeuclid-kernel-SVM,control,0.7555555555555555,0.8656126482213439,"{""C"": 0.1}"
108,reference,quantum/HS-overlap,quantum,0.8,0.9051383399209486,"{""C"": 1.0, ""gamma_mult"": 1.0}"
108,reference,quantum/Fidelity,quantum,0.8,0.9130434782608695,"{""C"": 10.0, ""gamma_mult"": 1.0}"
108,reference,quantum/HS-RBF,quantum,0.8444444444444444,0.9051383399209486,"{""C"": 1.0, ""gamma_mult"": 0.25}"
108,reference,quantum/Bures-RBF,quantum,0.8,0.9130434782608695,"{""C"": 1.0, ""gamma_mult"": 0.25}"
108,reference,quantum/QRE-RBF,quantum,0.8,0.9071146245059288,"{""C"": 1.0, ""gamma_mult"": 0.25}"
109,reference,classical/TS+LR,classical,0.4666666666666667,0.4486166007905139,"{""clf__C"": 0.1}"
109,reference,classical/MDM,classical,0.4,0.4446640316205534,{}
109,reference,control/riemann-kernel-SVM,control,0.4222222222222222,0.43873517786561267,"{""C"": 0.1}"
109,reference,control/logeuclid-kernel-SVM,control,0.4222222222222222,0.43873517786561267,"{""C"": 0.1}"
109,reference,quantum/HS-overlap,quantum,0.4222222222222222,0.4407114624505929,"{""C"": 1.0, ""gamma_mult"": 1.0}"
109,reference,quantum/Fidelity,quantum,0.4,0.45652173913043476,"{""C"": 10.0, ""gamma_mult"": 1.0}"
109,reference,quantum/HS-RBF,quantum,0.4222222222222222,0.4426877470355731,"{""C"": 1.0, ""gamma_mult"": 0.25}"
109,reference,quantum/Bures-RBF,quantum,0.4,0.42687747035573126,"{""C"": 0.1, ""gamma_mult"": 0.25}"
109,reference,quantum/QRE-RBF,quantum,0.4444444444444444,0.43873517786561267,"{""C"": 1.0, ""gamma_mult"": 0.25}"
